chr	pos	strand	M	Cov
1	94151	+	4	10
1	94181	+	12	12
1	94182	-	1	1
1	94410	+	6	10
1	94415	+	7	10
1	94416	-	2	2
1	94457	+	5	8
1	94458	-	1	1
1	94609	+	4	8
1	94610	-	3	4
1	94612	+	6	8
1	94613	-	2	5
1	94621	+	5	8
1	94622	-	5	6
1	94633	+	6	7
1	94634	-	5	6
1	94711	+	2	4
1	94712	-	7	8
1	94779	-	5	8
1	94800	+	2	4
1	94801	-	4	6
1	95014	+	3	7
1	95019	+	2	8
1	95256	+	3	3
1	98031	+	2	6
1	98032	-	2	10
1	98039	-	2	10
1	98213	+	2	9
1	98231	+	5	9
1	98568	-	5	6
1	98573	+	2	2
1	98574	-	6	7
1	100727	+	2	8
1	101049	+	2	4
1	101184	+	3	7
1	101185	-	3	6
1	101193	+	6	8
1	101194	-	6	7
1	101223	-	2	4
1	110543	+	3	4
1	110544	-	4	7
1	110633	+	2	5
1	110703	-	2	5
1	110750	+	3	4
1	110751	-	2	2
1	110851	+	5	7
1	110852	-	1	1
1	110853	+	7	7
1	110854	-	1	1
1	110871	+	8	8
1	110872	-	1	1
1	110879	+	6	7
1	110880	-	1	1
1	110943	+	4	5
1	110955	+	4	4
1	110987	+	2	4
1	110988	-	3	3
1	111003	+	3	4
1	111004	-	3	4
1	111005	+	3	4
1	111006	-	4	4
1	111021	+	7	7
1	111022	-	4	4
1	111030	+	5	7
1	111031	-	4	4
1	111032	+	7	8
1	111033	-	4	4
1	111173	+	10	11
1	111174	-	2	4
1	117255	+	1	1
1	117910	+	1	1
1	118016	+	1	1
1	118059	+	1	1
1	121757	-	4	5
1	121771	-	4	5
1	121780	+	2	2
1	121781	-	5	5
1	121790	+	3	3
1	121791	-	5	5
1	121826	+	4	4
1	121827	-	10	11
1	121829	+	4	4
1	121830	-	9	12
1	121888	-	2	11
1	121934	+	6	6
1	121935	-	6	6
1	121947	+	6	6
1	121948	-	5	6
1	121964	+	4	4
1	121965	-	4	4
1	122005	-	2	4
1	122139	+	5	5
1	122140	-	3	4
1	122168	+	3	3
1	122169	-	4	4
1	122196	+	3	3
1	122197	-	4	4
1	122199	+	3	3
1	122200	-	3	3
1	122305	+	1	1
1	122306	-	5	5
1	122315	+	2	2
1	122316	-	7	7
1	122326	-	7	8
1	122403	+	4	4
1	122404	-	4	5
1	122713	-	4	8
1	122814	+	2	2
1	122815	-	4	5
1	122921	+	3	5
1	122922	-	2	7
1	122934	+	4	4
1	122935	-	6	6
1	122940	+	3	4
1	122941	-	4	4
1	122943	+	4	4
1	122944	-	4	4
1	122953	+	3	3
1	122954	-	2	4
1	122958	+	3	3
1	122959	-	4	4
1	123077	+	2	3
1	123113	+	1	1
1	123114	-	2	2
1	123158	+	2	3
1	123159	-	3	3
1	123169	+	3	3
1	123170	-	4	4
1	123172	+	2	3
1	123173	-	2	4
1	123187	+	3	3
1	123188	-	5	6
1	123210	+	2	2
1	123211	-	7	7
1	123222	+	3	3
1	123223	-	8	9
1	123263	+	2	2
1	123264	-	7	7
1	123273	-	6	7
1	123275	+	2	2
1	123276	-	6	6
1	123377	+	2	8
1	123447	+	7	7
1	123448	-	2	3
1	123610	+	2	4
1	123611	-	3	3
1	123629	-	4	5
1	123652	+	2	2
1	123653	-	5	6
1	123661	+	2	2
1	123662	-	5	7
1	123810	+	9	11
1	123811	-	3	6
1	123812	+	8	10
1	123813	-	4	6
1	123835	+	8	9
1	123836	-	4	4
1	123837	+	9	9
1	123838	-	3	3
1	123998	+	9	9
1	123999	-	9	10
1	124025	+	4	5
1	124026	-	8	8
1	124191	+	8	8
1	124192	-	6	7
1	124198	+	8	8
1	124199	-	4	5
1	124222	+	9	9
1	124223	-	6	6
1	124354	-	3	5
1	124378	+	2	2
1	124379	-	4	6
1	124382	+	3	3
1	124383	-	4	6
1	124463	+	6	6
1	124464	-	4	5
1	124465	+	6	6
1	124466	-	5	5
1	124766	+	9	9
1	124790	+	7	9
1	124802	+	7	9
1	125304	+	9	10
1	125305	-	9	11
1	125344	+	11	13
1	125345	-	6	8
1	125404	+	7	7
1	125405	-	7	7
1	125431	+	4	4
1	125432	-	9	9
1	125568	+	2	5
1	125619	+	9	9
1	125620	-	6	7
1	125718	+	2	2
1	125719	-	10	10
1	125757	+	7	7
1	125758	-	7	7
1	125763	+	7	7
1	125764	-	7	7
1	125799	+	6	7
1	125800	-	5	6
1	125806	+	8	9
1	125807	-	4	4
1	125941	+	3	4
1	125942	-	5	10
1	125979	+	4	4
1	125980	-	10	10
1	126109	+	6	7
1	126110	-	3	5
1	126219	+	6	6
1	126220	-	6	6
1	126224	+	5	6
1	126225	-	5	6
1	126234	+	5	5
1	126235	-	5	5
1	126249	+	4	4
1	126250	-	5	5
1	126252	+	3	4
1	126253	-	4	6
1	126354	-	3	3
1	126505	+	2	5
1	126506	-	2	8
1	126527	+	3	3
1	126528	-	8	10
1	126980	+	6	8
1	126981	-	4	9
1	127026	+	8	9
1	127027	-	8	10
1	127075	+	5	5
1	127076	-	5	6
1	127101	+	3	4
1	127102	-	4	4
1	127116	+	5	5
1	127117	-	5	6
1	127183	+	4	4
1	127184	-	2	4
1	127185	+	3	4
1	127186	-	4	4
1	127269	+	3	4
1	127270	-	3	5
1	127278	+	4	4
1	127279	-	4	5
1	127284	+	4	4
1	127285	-	6	6
1	127372	+	4	4
1	127373	-	2	4
1	127378	+	4	5
1	127393	+	5	5
1	127394	-	3	3
1	127396	+	5	5
1	127397	-	3	3
1	127405	+	5	5
1	127406	-	3	4
1	132545	+	2	3
1	132546	-	3	5
1	132548	+	2	3
1	132549	-	3	5
1	132550	+	2	3
1	132551	-	3	5
1	133169	+	3	3
1	133170	-	5	6
1	133176	+	3	3
1	133177	-	3	5
1	133179	-	2	5
1	134687	+	5	5
1	134688	-	4	4
1	134689	+	3	6
1	134690	-	3	4
1	134700	+	4	5
1	134701	-	3	5
1	134751	+	2	3
1	134752	-	6	6
1	134758	+	2	4
1	134763	-	4	6
1	134817	+	6	6
1	134818	-	5	5
1	134823	+	6	6
1	134824	-	5	6
1	134857	+	3	5
1	134858	-	5	5
1	136852	+	5	7
1	136853	-	5	8
1	137008	-	2	3
1	137015	+	9	9
1	137016	-	3	3
1	137022	+	9	9
1	137023	-	3	3
1	137064	+	7	8
1	137065	-	5	5
1	137114	+	4	4
1	137115	-	6	6
1	137136	+	6	7
1	137137	-	5	7
1	137148	+	4	7
1	137149	-	8	8
1	137178	+	6	6
1	137179	-	7	7
1	137214	+	5	5
1	137215	-	5	5
1	137229	+	3	3
1	137230	-	2	4
1	137233	+	3	3
1	137234	-	3	3
1	137242	+	1	1
1	137375	+	4	4
1	137376	-	5	5
1	137379	+	5	5
1	137380	-	4	4
1	137400	+	4	5
1	137401	-	6	6
1	137435	+	5	6
1	137436	-	2	2
1	137445	+	6	8
1	137446	-	2	2
1	137484	+	8	10
1	137646	+	12	12
1	137647	-	2	2
1	137649	+	11	13
1	137650	-	2	2
1	137655	+	10	11
1	137656	-	2	2
1	142748	+	3	8
1	148684	-	3	4
1	154108	+	6	12
1	154109	-	2	4
1	154110	+	6	11
1	154119	+	2	13
1	159036	+	2	7
1	160245	+	3	7
1	160246	-	2	5
1	160259	+	8	8
1	160260	-	3	5
1	160269	+	8	8
1	160270	-	5	6
1	160279	+	4	8
1	160280	-	4	7
1	160429	-	7	7
1	160607	+	3	6
1	160608	-	4	5
1	160707	-	3	4
1	160732	+	2	2
1	160733	-	6	6
1	160745	-	2	6
1	160793	+	6	6
1	160794	-	4	4
1	160869	+	5	5
1	160870	-	4	6
1	160902	+	4	4
1	160903	-	6	6
1	160910	+	4	4
1	160911	-	5	5
1	160927	+	4	4
1	160928	-	3	3
1	160974	+	2	2
1	160975	-	4	4
1	160998	+	1	1
1	160999	-	4	4
1	161000	+	1	1
1	161001	-	4	4
1	161017	+	2	2
1	161018	-	3	4
1	161030	+	2	3
1	161031	-	3	3
1	161041	+	2	2
1	161042	-	3	3
1	161043	+	2	2
1	161044	-	2	2
1	161075	+	2	4
1	161076	-	4	4
1	161094	+	4	5
1	161095	-	5	5
1	161209	+	4	5
1	161210	-	4	4
1	161214	+	2	5
1	161215	-	4	4
1	161385	+	4	4
1	161386	-	5	5
1	161390	+	5	5
1	161391	-	5	5
1	161410	+	4	4
1	161411	-	4	4
1	161413	+	4	5
1	161414	-	3	4
1	161543	+	4	6
1	161544	-	8	10
1	161556	+	6	6
1	161557	-	7	8
1	161589	+	6	7
1	161590	-	5	5
1	161595	+	5	7
1	161596	-	6	6
1	161677	+	4	7
1	161682	+	7	7
1	161683	-	4	4
1	161790	+	4	4
1	161792	+	3	4
1	164633	-	2	10
1	164722	+	5	6
1	164723	-	3	7
1	164733	+	5	7
1	164734	-	2	6
1	165075	+	2	2
1	165076	-	3	5
1	165140	-	4	6
1	165141	+	1	1
1	165142	-	4	6
1	165145	+	2	2
1	165146	-	5	6
1	165358	+	3	3
1	165359	-	5	7
1	165369	+	3	4
1	165370	-	4	5
1	165522	-	9	9
1	165535	+	1	1
1	165536	-	8	9
1	165540	+	1	1
1	165541	-	10	10
1	165581	+	1	1
1	165582	-	10	13
1	165604	-	9	13
1	165608	+	1	1
1	165609	-	10	12
1	165625	-	10	12
1	165755	-	3	9
1	165772	-	4	9
1	165774	+	2	6
1	165775	-	4	9
1	165781	+	2	6
1	165782	-	5	9
1	165977	+	4	4
1	165978	-	4	5
1	165989	+	4	4
1	165990	-	6	6
1	165994	+	4	6
1	165995	-	6	6
1	166011	+	4	6
1	166012	-	5	8
1	166020	+	3	4
1	166021	-	8	8
1	166032	+	4	4
1	166033	-	5	9
1	188561	+	7	8
1	188562	-	2	3
1	188728	+	3	3
1	188729	-	4	5
1	188851	+	3	8
1	188852	-	4	9
1	188869	+	8	8
1	188870	-	5	7
1	188888	+	9	9
1	188889	-	5	7
1	188899	+	7	8
1	188900	-	5	5
1	189192	+	6	6
1	189193	-	4	4
1	189204	+	5	5
1	189205	-	3	3
1	189214	+	5	5
1	189231	+	6	6
1	189232	-	2	2
1	189238	+	3	6
1	189239	-	2	3
1	189253	+	7	7
1	189254	-	3	3
1	193381	+	3	4
1	193382	-	6	6
1	193394	-	4	5
1	193432	+	2	2
1	193433	-	6	6
1	193494	+	5	5
1	193495	-	3	3
1	193508	+	6	6
1	193509	-	5	5
1	193515	+	6	6
1	193516	-	3	4
1	193524	+	5	5
1	193525	-	5	5
1	193526	+	5	5
1	193527	-	3	4
1	193587	+	4	6
1	193588	-	6	7
1	193607	+	5	7
1	193608	-	5	6
1	193639	+	6	6
1	193640	-	3	5
1	193656	+	7	7
1	193657	-	7	7
1	193665	+	9	9
1	193666	-	7	7
1	193693	+	11	11
1	193694	-	6	7
1	193852	+	3	13
1	193853	-	3	6
1	197201	+	4	4
1	197202	-	3	3
1	197229	+	6	7
1	197230	-	3	3
1	197236	+	5	7
1	197237	-	2	3
1	197249	+	7	7
1	197250	-	2	2
1	197263	+	6	6
1	197264	-	2	2
1	197269	+	3	5
1	197270	-	2	2
1	197288	+	3	5
1	197289	-	2	2
1	197305	+	3	4
1	197320	+	5	5
1	197321	-	2	2
1	197350	+	3	3
1	197362	+	4	4
1	197363	-	1	1
1	197373	+	3	3
1	197390	+	3	3
1	197505	+	3	6
1	197543	+	4	11
1	197598	+	3	16
1	197599	-	3	9
1	197668	+	2	6
1	197792	+	2	8
1	197801	+	5	7
1	197802	-	2	3
1	197813	+	6	8
1	197814	-	3	3
1	199700	-	2	13
1	200955	+	3	7
1	201009	+	5	6
1	201010	-	2	4
1	201177	+	2	7
1	201178	-	2	7
1	201399	+	3	9
1	201400	-	2	8
1	201414	+	8	9
1	201415	-	5	7
1	201435	+	7	9
1	201436	-	4	6
1	203132	-	2	11
1	210170	+	1	1
1	213508	+	3	9
1	213509	-	2	5
1	213560	+	6	8
1	213561	-	3	8
1	213577	+	7	10
1	213578	-	7	13
1	213598	+	5	8
1	213599	-	7	12
1	213606	+	6	9
1	213607	-	11	12
1	213611	+	8	9
1	213612	-	11	11
1	213614	+	5	8
1	213615	-	11	11
1	213640	+	3	6
1	213641	-	5	6
1	213680	+	6	8
1	213681	-	2	5
1	213730	+	4	9
1	213731	-	4	8
1	233602	+	2	2
1	233603	-	7	9
1	233613	+	2	2
1	233614	-	7	8
1	233626	+	1	1
1	233627	-	7	8
1	233634	-	5	7
1	233644	-	2	8
1	233951	+	5	9
1	233952	-	7	8
1	233982	+	8	8
1	233983	-	6	6
1	234018	+	6	6
1	234019	-	5	6
1	234026	+	4	6
1	234027	-	4	4
1	234136	+	8	9
1	234137	-	13	14
1	234144	+	8	8
1	234145	-	13	14
1	234221	+	4	4
1	234222	-	8	8
1	234256	+	5	5
1	234257	-	6	6
1	234333	+	4	5
1	234334	-	5	5
1	234361	+	4	4
1	234362	-	5	5
1	234370	+	3	4
1	234371	-	5	5
1	234384	+	4	5
1	234385	-	3	4
1	234417	+	3	4
1	234418	-	4	5
1	234429	+	4	4
1	234430	-	4	5
1	234539	+	4	7
1	234540	-	5	5
1	234547	+	5	7
1	234548	-	4	5
1	234618	-	4	5
1	234628	+	2	2
1	234629	-	4	5
1	234838	+	8	9
1	234839	-	7	8
1	234948	+	5	7
1	234949	-	4	5
1	234950	+	6	7
1	234951	-	4	5
1	235188	+	5	5
1	235189	-	3	4
1	235190	+	6	6
1	235191	-	3	4
1	235342	+	8	8
1	235343	-	3	4
1	235345	+	8	8
1	235346	-	4	5
1	235556	+	3	4
1	235557	-	6	8
1	236051	+	4	5
1	236052	-	2	4
1	236121	+	4	4
1	236122	-	6	6
1	236183	-	2	2
1	236221	+	2	2
1	236222	-	2	2
1	236273	+	1	1
1	236274	-	3	3
1	236276	+	1	1
1	236277	-	2	3
1	236395	+	9	9
1	236396	-	4	5
1	236417	+	9	10
1	236418	-	7	7
1	236434	+	7	10
1	236435	-	9	9
1	236527	+	10	13
1	236528	-	8	9
1	238367	+	3	3
1	238368	-	7	7
1	238417	+	7	7
1	238418	-	6	6
1	238446	+	4	5
1	238447	-	6	7
1	238473	+	6	6
1	238474	-	4	4
1	238482	+	7	7
1	238483	-	3	4
1	238487	+	5	5
1	238488	-	4	4
1	238490	+	4	4
1	238491	-	3	4
1	238492	+	4	4
1	238493	-	5	5
1	238497	+	3	3
1	238498	-	5	5
1	238509	+	3	3
1	238510	-	4	4
1	238512	+	3	3
1	238513	-	4	4
1	238515	+	4	4
1	238516	-	4	4
1	238518	+	4	4
1	238519	-	3	3
1	238675	+	1	1
1	238676	-	1	1
1	238705	+	1	1
1	238706	-	2	2
1	238727	+	1	1
1	238728	-	2	2
1	238741	+	1	1
1	238776	+	3	3
1	238777	-	3	4
1	238817	+	6	6
1	238818	-	5	6
1	238822	+	5	6
1	238823	-	6	7
1	238830	+	8	8
1	238831	-	6	7
1	238838	+	8	8
1	238839	-	7	7
1	238925	+	6	7
1	238926	-	4	6
1	238994	+	2	3
1	238995	-	5	6
1	239071	+	8	8
1	239072	-	6	6
1	239092	+	9	9
1	239093	-	5	5
1	239123	+	8	8
1	239124	-	2	2
1	239134	+	8	9
1	239135	-	2	2
1	239143	+	9	9
1	239144	-	4	4
1	239179	+	4	4
1	239180	-	3	3
1	239229	+	5	7
1	239230	-	3	4
1	239249	+	2	4
1	239250	-	4	4
1	239272	+	5	5
1	239273	-	6	6
1	239291	+	6	7
1	239292	-	4	5
1	239325	+	2	6
1	239326	-	2	6
1	240981	+	3	4
1	240982	-	2	6
1	240991	+	2	4
1	240992	-	4	6
1	241012	+	2	5
1	241109	+	5	5
1	241110	-	8	11
1	241111	+	3	5
1	241112	-	9	12
1	241114	+	5	5
1	241115	-	6	10
1	241158	-	5	7
1	241190	+	3	4
1	241191	-	7	8
1	241199	-	6	8
1	241309	+	3	3
1	241310	-	9	10
1	241323	-	2	11
1	241346	-	2	11
1	241361	+	3	4
1	241362	-	7	13
1	241377	+	2	4
1	241378	-	10	12
1	241493	+	3	4
1	241494	-	5	9
1	241634	+	3	5
1	241658	+	5	6
1	241659	-	7	7
1	241678	+	5	6
1	241679	-	7	7
1	241844	+	2	2
