chr	pos	strand	M	Cov
1	94778	+	4	7
1	94779	-	2	5
1	94800	+	4	5
1	94801	-	3	6
1	94991	+	3	6
1	94992	-	2	5
1	95014	+	3	7
1	95015	-	3	3
1	95392	-	2	6
1	97104	-	2	5
1	98038	+	2	3
1	98039	-	2	8
1	98213	+	2	6
1	98214	-	4	11
1	98231	+	6	8
1	98232	-	7	10
1	98567	+	5	5
1	98568	-	8	9
1	98573	+	5	5
1	98574	-	8	10
1	101032	-	4	5
1	101047	-	3	5
1	101184	+	3	5
1	101193	+	5	7
1	110543	+	2	6
1	110634	-	2	7
1	110702	+	2	5
1	110703	-	3	7
1	110750	+	8	8
1	110751	-	2	5
1	110851	+	5	8
1	110852	-	4	4
1	110853	+	6	8
1	110854	-	4	4
1	110871	+	9	10
1	110872	-	2	2
1	110879	+	9	10
1	110880	-	2	2
1	110943	+	7	7
1	110955	+	7	9
1	110987	+	6	9
1	110988	-	1	1
1	111003	+	8	9
1	111004	-	2	2
1	111005	+	7	9
1	111006	-	2	2
1	111021	+	7	8
1	111030	+	8	9
1	111031	-	4	4
1	111032	+	9	9
1	111033	-	4	4
1	111158	+	2	12
1	111173	+	5	9
1	111174	-	3	4
1	121757	-	6	8
1	121770	+	3	3
1	121771	-	6	7
1	121780	+	2	3
1	121781	-	6	7
1	121790	+	3	3
1	121791	-	5	6
1	121826	+	2	3
1	121827	-	8	8
1	121829	+	4	4
1	121830	-	7	8
1	121934	+	2	2
1	121935	-	6	6
1	121948	-	7	7
1	121964	+	4	4
1	121965	-	5	6
1	122139	+	10	10
1	122168	+	7	10
1	122169	-	2	2
1	122196	+	8	10
1	122197	-	4	4
1	122199	+	6	9
1	122200	-	5	5
1	122305	+	4	4
1	122306	-	2	3
1	122316	-	2	2
1	122326	-	3	3
1	122403	+	4	4
1	122404	-	5	6
1	122712	+	3	4
1	122713	-	10	12
1	122814	+	4	5
1	122815	-	4	5
1	122934	+	3	3
1	122935	-	3	4
1	122940	+	3	4
1	122941	-	4	4
1	122943	+	4	4
1	122944	-	2	3
1	122953	+	3	3
1	122954	-	2	3
1	122958	+	2	3
1	123077	+	3	4
1	123078	-	5	5
1	123113	+	2	3
1	123114	-	5	5
1	123158	+	2	2
1	123169	+	2	2
1	123187	+	2	3
1	123210	+	2	2
1	123211	-	2	2
1	123222	+	4	4
1	123223	-	3	4
1	123263	+	3	3
1	123264	-	7	8
1	123272	+	3	3
1	123273	-	9	10
1	123275	+	3	3
1	123276	-	10	10
1	123448	-	6	6
1	123610	+	5	5
1	123611	-	8	8
1	123628	+	5	6
1	123629	-	9	9
1	123652	+	7	7
1	123653	-	11	11
1	123661	+	6	7
1	123662	-	12	13
1	123811	-	5	7
1	123812	+	1	1
1	123813	-	5	7
1	123835	+	3	3
1	123836	-	9	9
1	123837	+	3	3
1	123838	-	7	8
1	123998	+	9	11
1	123999	-	5	6
1	124025	+	7	9
1	124026	-	3	4
1	124191	+	9	9
1	124192	-	3	5
1	124198	+	8	9
1	124199	-	4	4
1	124222	+	9	10
1	124223	-	3	5
1	124353	+	6	6
1	124354	-	5	6
1	124378	+	5	6
1	124379	-	6	6
1	124382	+	4	6
1	124383	-	6	7
1	124463	+	4	4
1	124464	-	2	3
1	124465	+	5	5
1	124466	-	3	3
1	124766	+	10	10
1	124767	-	5	6
1	124790	+	10	10
1	124791	-	4	5
1	124802	+	5	7
1	124803	-	3	3
1	125304	+	5	5
1	125305	-	9	9
1	125344	+	2	4
1	125345	-	5	5
1	125404	+	5	5
1	125405	-	4	4
1	125431	+	3	5
1	125432	-	3	4
1	125568	+	2	6
1	125569	-	2	5
1	125619	+	5	5
1	125620	-	7	7
1	125718	+	5	6
1	125757	+	1	1
1	125758	-	3	4
1	125763	+	1	1
1	125764	-	3	3
1	125799	+	1	1
1	125800	-	4	4
1	125806	+	2	2
1	125807	-	4	4
1	125941	+	6	7
1	125942	-	3	4
1	125979	+	8	8
1	125980	-	6	6
1	126109	+	5	6
1	126110	-	4	5
1	126219	+	3	3
1	126220	-	3	3
1	126224	+	4	4
1	126225	-	3	3
1	126234	+	2	3
1	126235	-	3	3
1	126249	+	2	2
1	126250	-	4	4
1	126252	+	2	2
1	126253	-	5	5
1	126354	-	9	9
1	126505	+	2	3
1	126506	-	5	10
1	126527	+	4	4
1	126528	-	10	10
1	126980	+	6	7
1	126981	-	7	11
1	127026	+	4	4
1	127027	-	12	14
1	127075	+	3	3
1	127076	-	8	8
1	127101	+	4	4
1	127102	-	6	7
1	127116	+	3	4
1	127117	-	8	8
1	127183	+	1	1
1	127184	-	6	6
1	127185	+	1	1
1	127186	-	6	6
1	127269	+	3	3
1	127278	+	3	3
1	127279	-	3	3
1	127284	+	3	3
1	127285	-	3	3
1	127372	+	4	4
1	127373	-	6	8
1	127378	+	4	4
1	127379	-	5	7
1	127393	+	3	4
1	127394	-	7	9
1	127396	+	3	3
1	127397	-	9	9
1	127405	+	3	4
1	127406	-	6	7
1	132539	-	2	2
1	132543	+	2	5
1	132548	+	4	7
1	132550	+	4	7
1	133169	+	4	6
1	133170	-	2	6
1	133176	+	4	6
1	133177	-	4	7
1	133178	+	3	6
1	134687	+	12	15
1	134688	-	3	5
1	134689	+	13	15
1	134690	-	3	5
1	134700	+	9	13
1	134701	-	3	5
1	134751	+	6	10
1	134752	-	4	4
1	134758	+	3	8
1	134759	-	2	3
1	134762	+	3	6
1	134763	-	2	4
1	134817	+	3	5
1	134818	-	5	9
1	134823	+	4	6
1	134824	-	4	9
1	134857	+	6	8
1	134858	-	4	7
1	135744	-	2	6
1	136852	+	3	8
1	136853	-	2	5
1	137007	+	5	9
1	137008	-	2	12
1	137015	+	9	10
1	137016	-	8	9
1	137022	+	10	12
1	137023	-	9	9
1	137064	+	10	11
1	137065	-	6	7
1	137114	+	9	9
1	137115	-	5	5
1	137136	+	10	10
1	137137	-	4	4
1	137148	+	11	11
1	137149	-	3	3
1	137178	+	10	11
1	137179	-	3	3
1	137214	+	7	8
1	137215	-	2	2
1	137229	+	6	8
1	137230	-	2	3
1	137233	+	8	8
1	137242	+	5	8
1	137243	-	3	3
1	137375	+	6	6
1	137376	-	2	2
1	137379	+	4	6
1	137380	-	2	2
1	137400	+	6	6
1	137401	-	2	2
1	137435	+	9	11
1	137436	-	2	3
1	137445	+	11	13
1	137446	-	2	3
1	137484	+	12	18
1	137485	-	1	1
1	137646	+	10	11
1	137649	+	8	11
1	137650	-	2	3
1	137655	+	9	11
1	137656	-	3	3
1	148683	+	3	6
1	150024	+	2	8
1	154098	+	2	8
1	154099	-	2	5
1	154108	+	4	7
1	154109	-	3	5
1	154111	-	3	5
1	154119	+	2	7
1	160246	-	3	4
1	160259	+	4	4
1	160260	-	7	7
1	160269	+	4	4
1	160270	-	3	7
1	160280	-	3	7
1	160428	+	1	1
1	160429	-	10	10
1	160607	+	2	3
1	160608	-	4	6
1	160706	+	3	3
1	160707	-	9	11
1	160732	+	2	3
1	160733	-	7	8
1	160793	+	4	4
1	160794	-	9	11
1	160869	+	5	5
1	160870	-	4	4
1	160902	+	4	4
1	160903	-	2	2
1	160910	+	2	2
1	160911	-	2	2
1	160927	+	1	1
1	160928	-	2	2
1	160974	+	3	3
1	160998	+	2	2
1	160999	-	1	1
1	161000	+	3	3
1	161001	-	2	2
1	161017	+	4	4
1	161018	-	4	4
1	161030	+	3	3
1	161031	-	5	5
1	161041	+	2	2
1	161042	-	5	5
1	161043	+	2	3
1	161044	-	5	5
1	161075	+	3	5
1	161076	-	8	9
1	161094	+	4	4
1	161095	-	7	7
1	161209	+	5	5
1	161210	-	5	5
1	161214	+	5	5
1	161215	-	5	5
1	161385	+	2	2
1	161386	-	9	9
1	161390	+	2	2
1	161391	-	8	8
1	161410	+	3	3
1	161411	-	7	7
1	161414	-	3	7
1	161543	+	3	3
1	161544	-	5	7
1	161556	+	2	2
1	161557	-	6	7
1	161589	+	2	2
1	161590	-	3	6
1	161595	+	5	5
1	161596	-	4	5
1	161677	+	6	6
1	161678	-	3	6
1	161682	+	5	6
1	161683	-	4	6
1	161790	+	3	6
1	161791	-	3	3
1	161792	+	4	6
1	161793	-	3	3
1	164722	+	3	3
1	164733	+	4	4
1	164734	-	2	3
1	165075	+	2	4
1	165076	-	3	5
1	165091	+	4	5
1	165092	-	4	4
1	165139	+	3	5
1	165140	-	2	2
1	165141	+	5	5
1	165142	-	2	2
1	165145	+	5	5
1	165146	-	2	2
1	165358	+	3	5
1	165359	-	5	5
1	165369	+	4	5
1	165370	-	4	4
1	165521	+	3	5
1	165522	-	7	9
1	165535	+	3	3
1	165536	-	8	8
1	165540	+	1	1
1	165541	-	8	9
1	165581	+	1	1
1	165582	-	5	5
1	165603	+	1	1
1	165604	-	6	6
1	165608	+	1	1
1	165609	-	5	5
1	165624	+	2	2
1	165625	-	5	5
1	165755	-	2	13
1	165771	+	2	6
1	165772	-	4	13
1	165774	+	2	6
1	165775	-	6	13
1	165781	+	2	6
1	165782	-	6	14
1	165990	-	5	5
1	165994	+	3	5
1	165995	-	2	5
1	166011	+	5	7
1	166020	+	6	7
1	166021	-	5	7
1	166032	+	5	6
1	166033	-	4	8
1	169500	-	2	10
1	183610	-	1	1
1	188561	+	9	10
1	188562	-	5	6
1	188728	+	10	10
1	188729	-	5	5
1	188851	+	7	12
1	188852	-	4	4
1	188869	+	9	10
1	188870	-	4	4
1	188888	+	9	10
1	188889	-	7	8
1	188899	+	6	10
1	188900	-	5	6
1	189192	+	2	3
1	189193	-	2	2
1	189204	+	2	3
1	189205	-	3	3
1	189214	+	2	3
1	189215	-	3	3
1	189231	+	3	4
1	189232	-	4	4
1	189239	-	4	4
1	189253	+	2	3
1	189254	-	5	6
1	193381	+	3	6
1	193382	-	3	7
1	193393	+	6	7
1	193394	-	6	8
1	193432	+	5	7
1	193433	-	7	12
1	193494	+	4	5
1	193495	-	8	10
1	193508	+	6	6
1	193509	-	9	12
1	193515	+	7	8
1	193516	-	9	12
1	193524	+	7	8
1	193525	-	9	12
1	193526	+	7	8
1	193527	-	9	11
1	193587	+	9	13
1	193588	-	8	11
1	193607	+	13	14
1	193608	-	9	11
1	193639	+	8	13
1	193640	-	5	10
1	193656	+	10	13
1	193657	-	9	10
1	193665	+	6	12
1	193666	-	6	11
1	193693	+	8	10
1	193694	-	6	9
1	193853	-	2	8
1	197201	+	4	4
1	197202	-	4	4
1	197229	+	4	5
1	197230	-	3	4
1	197236	+	4	4
1	197237	-	3	4
1	197249	+	6	6
1	197250	-	4	4
1	197263	+	6	6
1	197264	-	5	6
1	197269	+	6	6
1	197270	-	3	4
1	197288	+	5	6
1	197289	-	2	2
1	197305	+	6	7
1	197306	-	2	2
1	197320	+	7	7
1	197321	-	2	3
1	197350	+	5	5
1	197351	-	4	4
1	197362	+	4	5
1	197363	-	2	2
1	197373	+	4	5
1	197374	-	3	3
1	197390	+	5	5
1	197391	-	3	3
1	197505	+	4	6
1	197515	+	2	6
1	197598	+	2	4
1	197801	+	5	7
1	197802	-	4	5
1	197813	+	2	5
1	197838	-	2	7
1	200955	+	5	6
1	200956	-	1	1
1	201009	+	3	3
1	201010	-	1	1
1	201177	+	3	8
1	201178	-	2	4
1	201435	+	2	2
1	201436	-	2	3
1	213508	+	5	15
1	213509	-	2	6
1	213560	+	11	13
1	213561	-	2	4
1	213577	+	9	11
1	213578	-	5	6
1	213598	+	7	10
1	213599	-	6	8
1	213606	+	8	11
1	213607	-	7	8
1	213611	+	8	11
1	213612	-	6	6
1	213614	+	8	12
1	213615	-	5	6
1	213640	+	8	12
1	213641	-	2	5
1	213680	+	3	5
1	213681	-	6	9
1	213730	+	2	3
1	213731	-	5	12
1	233602	+	2	4
1	233603	-	2	5
1	233613	+	2	4
1	233614	-	5	6
1	233626	+	4	4
1	233627	-	5	9
1	233633	+	4	4
1	233634	-	7	10
1	233643	+	2	6
1	233951	+	6	11
1	233952	-	8	11
1	233982	+	6	7
1	233983	-	8	8
1	234018	+	3	3
1	234019	-	8	9
1	234026	+	3	3
1	234027	-	7	8
1	234136	+	8	8
1	234137	-	9	9
1	234144	+	5	7
1	234145	-	10	10
1	234221	+	4	5
1	234222	-	2	2
1	234256	+	3	3
1	234257	-	5	5
1	234333	+	2	2
1	234334	-	2	4
1	234361	+	1	1
1	234362	-	2	2
1	234370	+	2	2
1	234384	+	2	2
1	234385	-	1	1
1	234417	+	2	2
1	234429	+	4	4
1	234430	-	2	2
1	234539	+	2	2
1	234540	-	3	3
1	234547	+	3	3
1	234617	+	2	5
1	234618	-	4	4
1	234628	+	3	5
1	234629	-	5	6
1	234838	+	9	10
1	234839	-	6	8
1	234948	+	8	8
1	234949	-	3	5
1	234950	+	6	6
1	234951	-	5	6
1	235188	+	6	7
1	235189	-	3	3
1	235190	+	6	7
1	235191	-	3	3
1	235342	+	9	10
1	235343	-	4	6
1	235345	+	8	9
1	235346	-	5	6
1	235556	+	9	11
1	235557	-	8	8
1	236051	+	2	2
1	236052	-	2	3
1	236121	+	7	10
1	236122	-	3	4
1	236182	+	5	5
1	236183	-	3	4
1	236189	+	5	5
1	236190	-	3	4
1	236221	+	3	3
1	236222	-	3	3
1	236273	+	4	5
1	236274	-	2	2
1	236276	+	6	6
1	236277	-	2	2
1	236395	+	7	7
1	236396	-	3	4
1	236417	+	6	7
1	236418	-	4	5
1	236434	+	6	7
1	236435	-	5	5
1	236527	+	10	11
1	236528	-	4	5
1	238367	+	5	5
1	238368	-	13	13
1	238417	+	5	6
1	238418	-	9	9
1	238446	+	4	6
1	238447	-	6	9
1	238473	+	3	3
1	238474	-	5	8
1	238482	+	2	2
1	238483	-	9	10
1	238487	+	2	2
1	238488	-	9	10
1	238490	+	2	2
1	238491	-	10	10
1	238492	+	2	2
1	238493	-	10	10
1	238497	+	2	2
1	238498	-	10	12
1	238509	+	2	2
1	238510	-	15	15
1	238512	+	3	3
1	238513	-	14	14
1	238515	+	4	4
1	238516	-	12	13
1	238518	+	4	4
1	238519	-	14	15
1	238675	+	8	9
1	238676	-	3	4
1	238705	+	6	7
1	238706	-	4	4
1	238727	+	8	8
1	238728	-	2	2
1	238741	+	8	8
1	238742	-	3	3
1	238776	+	7	7
1	238777	-	6	7
1	238817	+	1	1
1	238818	-	8	8
1	238822	+	1	1
1	238823	-	8	8
1	238830	+	3	3
1	238831	-	8	8
1	238838	+	3	3
1	238839	-	8	8
1	238925	+	3	3
1	238926	-	3	3
1	238994	+	1	1
1	238995	-	5	7
1	239071	+	7	7
1	239072	-	6	6
1	239092	+	8	8
1	239093	-	2	2
1	239123	+	6	7
1	239124	-	3	4
1	239134	+	6	6
1	239135	-	6	6
1	239143	+	4	5
1	239144	-	6	7
1	239179	+	4	5
1	239180	-	4	7
1	239229	+	4	4
1	239230	-	10	12
1	239249	+	4	4
1	239250	-	8	11
1	239272	+	4	6
1	239273	-	6	10
1	239291	+	3	6
1	239292	-	4	7
1	239326	-	2	6
1	240982	-	4	8
1	240992	-	6	7
1	241013	-	4	14
1	241109	+	1	1
1	241110	-	8	12
1	241111	+	1	1
1	241112	-	5	11
1	241114	+	1	1
1	241115	-	7	11
1	241157	+	2	2
1	241158	-	5	10
1	241190	+	2	3
1	241191	-	11	14
1	241198	+	3	3
1	241199	-	9	15
1	241214	-	3	15
1	241309	+	3	5
1	241310	-	8	8
1	241323	-	3	10
1	241361	+	2	3
1	241362	-	8	9
1	241377	+	2	2
1	241378	-	8	9
1	241493	+	7	10
1	241494	-	10	11
1	241635	-	2	11
1	241658	+	5	5
1	241659	-	8	9
1	241678	+	2	4
1	241679	-	5	8
1	241844	+	3	5
1	241845	-	4	7
1	241848	+	3	5
1	241849	-	3	7
1	241857	+	5	5
1	241858	-	6	7
1	241859	+	5	5
1	241860	-	5	7
1	242071	-	2	9
1	242453	-	3	7
1	242505	+	3	3
1	242506	-	4	5
1	242624	+	3	4
1	242625	-	6	8
