chr	pos	strand	M	Cov
1	26366	-	8	10
1	26379	+	5	5
1	26380	-	9	10
1	26402	+	6	6
1	26403	-	9	9
1	26408	+	6	6
1	26409	-	8	8
1	26557	+	7	7
1	26558	-	7	7
1	26562	+	7	8
1	26563	-	6	6
1	26600	+	7	8
1	26601	-	4	5
1	26649	+	7	7
1	26650	-	2	2
1	26728	+	1	1
1	26729	-	1	1
1	26730	+	1	1
1	26731	-	1	1
1	26786	+	4	4
1	26787	-	3	3
1	26920	+	2	2
1	26921	-	5	5
1	26959	+	3	3
1	26960	-	10	10
1	27148	+	3	3
1	27149	-	7	7
1	27162	+	3	3
1	27163	-	5	5
1	27184	+	2	2
1	27185	-	6	6
1	27484	+	6	7
1	27485	-	6	6
1	27499	+	7	7
1	27500	-	3	4
1	27501	+	7	7
1	27502	-	3	4
1	27624	+	3	3
1	27625	-	7	7
1	27650	+	5	5
1	27651	-	4	4
1	27843	+	7	7
1	27844	-	3	3
1	27977	+	7	8
1	27978	-	3	4
1	27989	+	8	8
1	27990	-	2	3
1	28015	+	4	4
1	28016	-	4	4
1	28020	+	4	4
1	28021	-	4	4
1	28032	+	6	6
1	28033	-	3	4
1	28158	+	7	7
1	28159	-	1	1
1	28299	+	9	9
1	28300	-	7	7
1	28308	+	9	9
1	28309	-	6	7
1	28315	+	8	8
1	28316	-	6	6
1	28323	+	6	7
1	28324	-	6	6
1	28630	+	10	10
1	28631	-	7	7
1	28763	+	4	5
1	28764	-	3	3
1	28848	+	3	3
1	28849	-	8	8
1	28859	+	3	3
1	28860	-	5	7
1	28923	+	6	6
1	28924	-	7	7
1	28947	+	7	7
1	28948	-	6	6
1	28958	+	7	7
1	28959	-	7	7
1	28964	+	7	7
1	28965	-	6	6
1	28978	+	4	4
1	28979	-	5	5
1	29179	+	4	4
1	29180	-	7	7
1	29184	+	4	5
1	29185	-	8	8
1	29206	+	6	6
1	29207	-	3	5
1	29255	+	2	3
1	29256	-	7	7
1	29382	+	6	7
1	29383	-	2	2
1	29387	+	6	7
1	29388	-	2	2
1	29392	+	5	7
1	29393	-	2	2
1	29397	+	8	8
1	29398	-	2	3
1	29427	+	9	10
1	29428	-	4	4
1	29434	+	8	10
1	29435	-	4	4
1	29437	+	9	11
1	29438	-	4	4
1	29463	+	10	13
1	29464	-	4	4
1	29470	+	11	12
1	29471	-	4	4
1	29494	+	11	12
1	29495	-	3	3
1	29506	+	11	13
1	29507	-	2	2
1	29562	+	7	7
1	29563	-	2	2
1	29567	+	5	6
1	29568	-	2	2
1	29586	+	4	4
1	29755	+	8	8
1	29756	-	5	9
1	29887	+	2	3
1	29888	-	2	2
1	29889	+	2	3
1	29890	-	2	2
1	29966	+	4	4
1	29967	-	8	8
1	29976	+	4	5
1	29977	-	7	7
1	29986	+	6	6
1	29987	-	7	7
1	29999	+	6	7
1	30000	-	8	8
1	30001	+	6	7
1	30002	-	8	8
1	30006	+	8	8
1	30007	-	8	8
1	30035	+	4	8
1	30036	-	6	6
1	30040	+	8	8
1	30041	-	5	5
1	30049	+	7	9
1	30050	-	5	5
1	30055	+	6	8
1	30056	-	6	6
1	30175	+	2	13
1	30183	+	11	12
1	30184	-	3	3
1	30189	+	9	11
1	30190	-	3	3
1	30464	+	6	6
1	30465	-	4	4
1	30469	+	4	5
1	30470	-	3	3
1	30484	+	4	4
1	30485	-	4	4
1	30521	+	4	4
1	30522	-	2	2
1	30543	-	2	3
1	30561	+	5	5
1	30562	-	3	3
1	30564	+	6	6
1	30565	-	3	3
1	30584	+	6	7
1	30585	-	3	3
1	30593	+	7	7
1	30623	+	4	4
1	30624	-	6	6
1	30630	+	4	4
1	30631	-	5	6
1	30690	+	9	9
1	30691	-	4	5
1	30698	+	9	9
1	30699	-	4	4
1	30714	+	9	9
1	30715	-	1	1
1	30878	+	7	8
1	30879	-	2	2
1	31698	+	5	5
1	31699	-	1	1
1	31706	+	5	6
1	31707	-	2	2
1	31709	+	7	7
1	31710	-	2	2
1	31969	+	2	9
1	31983	+	7	9
1	31984	-	9	10
1	32136	+	11	13
1	32137	-	3	4
1	35020	+	9	9
1	35021	-	4	4
1	35027	+	10	10
1	35028	-	4	5
1	35042	+	10	10
1	35043	-	3	4
1	35050	+	11	11
1	35051	-	3	4
1	35423	+	3	3
1	35425	+	3	3
1	35842	+	2	2
1	35843	-	4	4
1	35859	+	2	3
1	35860	-	2	3
1	35892	+	4	4
1	35893	-	5	6
1	35900	+	3	3
1	35901	-	6	6
1	36090	+	11	12
1	36091	-	5	6
1	36099	+	12	12
1	36100	-	8	8
1	42545	+	8	8
1	42546	-	3	3
1	42689	+	4	5
1	42690	-	8	10
1	43096	+	3	8
1	43149	+	3	10
1	43150	-	3	8
1	43163	+	3	9
1	43164	-	2	7
1	44726	+	8	9
1	44727	-	7	8
1	47946	+	3	3
1	47947	-	10	11
1	47962	+	4	4
1	47963	-	8	10
1	48619	+	1	1
1	54300	+	4	4
1	54301	-	7	7
1	54306	+	5	5
1	54307	-	6	6
1	54316	-	3	6
1	54321	+	4	6
1	54322	-	2	6
1	55841	+	2	2
1	55842	-	7	7
1	55919	+	4	4
1	55920	-	8	8
1	55921	+	2	4
1	55922	-	7	8
1	55937	+	6	6
1	55938	-	9	9
1	55997	+	7	10
1	55998	-	5	7
1	56015	+	10	11
1	56016	-	7	7
1	56024	+	7	9
1	56025	-	7	7
1	56042	+	7	7
1	56043	-	9	9
1	56075	+	1	1
1	56076	-	10	10
1	56093	+	3	3
1	56094	-	7	7
1	56120	+	3	3
1	56121	-	8	8
1	56147	+	3	3
1	56148	-	9	9
1	56156	+	2	3
1	56157	-	9	9
1	56201	+	4	4
1	56202	-	13	15
1	56211	+	5	5
1	56212	-	13	17
1	56240	+	4	4
1	56241	-	15	19
1	56258	+	5	5
1	56259	-	16	16
1	56267	+	3	3
1	56268	-	17	18
1	56404	+	9	9
1	56405	-	4	4
1	56429	+	8	8
1	56430	-	6	6
1	56439	+	8	8
1	56440	-	7	7
1	56458	+	8	9
1	56459	-	6	6
1	56519	+	7	7
1	56520	-	3	3
1	56541	+	4	5
1	56542	-	2	2
1	58263	+	2	4
1	58264	-	3	7
1	58270	+	2	4
1	58271	-	6	6
1	62931	-	2	3
1	65399	+	6	8
1	65400	-	5	5
1	70673	+	6	7
1	70674	-	5	6
1	70683	+	6	8
1	70684	-	6	7
1	70691	+	9	9
1	70692	-	4	6
1	70720	+	4	6
1	70721	-	5	5
1	70789	-	4	8
1	70834	+	3	3
1	70835	-	7	7
1	70865	+	2	4
1	70866	-	7	7
1	70876	+	3	4
1	70877	-	8	8
1	76838	+	8	10
1	76839	-	7	7
1	76856	+	7	9
1	76857	-	4	5
1	76943	+	4	6
1	76944	-	6	8
1	77000	+	8	8
1	77001	-	12	13
1	77036	+	9	9
1	77037	-	7	8
1	77038	+	9	9
1	77039	-	8	8
1	77059	+	8	9
1	77060	-	7	7
1	77220	+	2	3
1	77222	+	2	3
1	77352	+	6	7
1	77353	-	6	6
1	77368	+	3	3
1	77369	-	7	7
1	77371	+	2	2
1	77372	-	7	7
1	77378	+	2	2
1	77379	-	6	6
1	77391	+	3	3
1	77392	-	5	5
1	77675	-	2	6
1	83239	+	2	6
1	83240	-	4	6
1	83244	+	2	5
1	83245	-	3	5
1	83248	+	4	5
1	85309	-	2	16
1	92671	+	8	8
1	92672	-	5	5
1	92865	+	4	4
1	92866	-	5	5
1	92875	+	3	3
1	92876	-	5	5
1	92889	+	1	1
1	92890	-	5	5
1	93220	+	8	8
1	93221	-	9	9
1	93325	+	7	8
1	93326	-	5	5
1	93531	+	5	5
1	93532	-	8	8
1	93535	+	5	5
1	93536	-	8	8
1	93798	+	5	5
1	93799	-	5	5
1	93807	+	5	6
1	93808	-	5	5
1	93831	+	8	9
1	93832	-	5	5
1	93834	+	7	9
1	93835	-	5	5
1	93981	+	6	6
1	93982	-	6	8
1	93991	+	6	6
1	93992	-	7	7
1	94025	+	3	4
1	94026	-	4	5
1	94181	+	11	11
1	94182	-	5	5
1	94410	+	3	3
1	94411	-	6	6
1	94415	+	3	3
1	94416	-	6	6
1	94457	+	5	5
1	94458	-	4	4
1	94609	+	8	9
1	94610	-	5	5
1	94612	+	10	10
1	94613	-	5	5
1	94621	+	12	12
1	94622	-	4	4
1	94633	+	10	10
1	94634	-	4	4
1	94711	+	9	9
1	94712	-	3	3
1	94778	+	8	9
1	94779	-	9	9
1	94800	+	8	9
1	94801	-	10	10
1	94991	+	4	4
1	94992	-	4	5
1	95014	+	4	5
1	95015	-	4	4
1	95019	+	3	4
1	95020	-	3	3
1	95240	+	8	8
1	95241	-	10	11
1	95247	+	8	8
1	95248	-	11	11
1	95256	+	6	7
1	95257	-	7	9
1	95263	+	5	6
1	95264	-	9	9
1	95274	+	6	6
1	95275	-	7	9
1	95391	+	3	7
1	95392	-	4	5
1	98213	+	8	9
1	98214	-	7	7
1	98231	+	8	10
1	98232	-	7	7
1	98567	+	5	5
1	98568	-	5	6
1	98573	+	5	6
1	98574	-	7	7
1	101184	+	11	11
1	101185	-	8	8
1	101193	+	6	13
1	101194	-	2	7
1	110702	+	9	11
1	110703	-	5	5
1	110750	+	12	13
1	110751	-	4	5
1	110852	-	2	7
1	110853	+	4	4
1	110854	-	7	7
1	110871	+	5	5
1	110872	-	6	6
1	110879	+	5	5
1	110880	-	5	5
1	110955	+	6	6
1	110956	-	3	4
1	110987	+	5	6
1	110988	-	3	3
1	111003	+	7	7
1	111004	-	3	3
1	111005	+	7	7
1	111006	-	3	3
1	111021	+	8	8
1	111022	-	2	2
1	111030	+	6	6
1	111031	-	2	2
1	111032	+	6	6
1	111033	-	2	2
1	113059	+	4	8
1	113060	-	3	4
1	113062	+	4	7
1	113063	-	3	3
1	120858	+	2	9
1	120859	-	2	2
1	121770	+	4	4
1	121771	-	12	12
1	121780	+	4	4
1	121781	-	11	11
1	121790	+	5	5
1	121791	-	10	10
1	121826	+	4	4
1	121827	-	9	9
1	121829	+	4	4
1	121830	-	7	8
1	121934	+	9	9
1	121935	-	7	7
1	121947	+	10	10
1	121948	-	7	7
1	121964	+	9	9
1	121965	-	6	7
1	122139	+	9	9
1	122140	-	2	2
1	122196	+	11	13
1	122199	+	12	13
1	122200	-	3	3
1	122305	+	5	5
1	122306	-	4	4
1	122315	+	5	5
1	122316	-	3	3
1	122403	+	11	11
1	122404	-	7	7
1	122712	+	8	8
1	122713	-	8	8
1	122814	+	6	6
1	122815	-	11	11
1	122921	+	7	7
1	122922	-	8	8
1	122934	+	7	7
1	122935	-	8	8
1	122940	+	8	8
1	122941	-	9	9
1	122943	+	8	8
1	122944	-	9	9
1	122953	+	7	8
1	122954	-	8	8
1	122958	+	7	8
1	122959	-	7	7
1	123077	+	11	11
1	123078	-	9	10
1	123113	+	9	9
1	123114	-	11	11
1	123158	+	5	6
1	123159	-	5	5
1	123169	+	5	5
1	123170	-	5	6
1	123173	-	6	6
1	123187	+	4	4
1	123188	-	3	4
1	123210	+	4	5
1	123211	-	7	7
1	123222	+	4	5
1	123223	-	8	8
1	123263	+	6	6
1	123264	-	8	8
1	123272	+	5	5
1	123273	-	5	8
1	123275	+	4	4
1	123276	-	8	8
1	123365	+	4	4
1	123366	-	7	8
1	123377	+	2	4
1	123378	-	4	9
1	123610	+	3	4
1	123611	-	5	7
1	123628	+	4	4
1	123629	-	6	7
1	123652	+	2	2
1	123653	-	7	7
1	123661	+	2	2
1	123662	-	9	9
1	123810	+	7	8
1	123811	-	9	10
1	123812	+	6	8
1	123813	-	10	10
1	123835	+	6	6
1	123836	-	6	6
1	123837	+	6	6
1	123838	-	7	7
1	123998	+	6	6
1	123999	-	10	10
1	124025	+	6	6
1	124026	-	8	9
1	124191	+	10	11
1	124192	-	7	8
1	124198	+	9	10
1	124199	-	10	10
1	124222	+	8	9
1	124223	-	9	10
1	124378	+	9	9
1	124379	-	9	10
1	124382	+	8	9
1	124383	-	10	10
1	124463	+	7	8
1	124464	-	4	4
1	124465	+	7	8
1	124466	-	4	5
1	124766	+	3	4
1	124767	-	2	3
1	124790	+	3	3
1	124791	-	3	3
1	124802	+	2	4
1	124803	-	2	2
1	125304	+	6	6
1	125305	-	8	9
1	125344	+	5	5
1	125345	-	10	11
1	125362	+	7	7
1	125363	-	10	11
1	125404	+	6	6
1	125405	-	7	8
1	125431	+	4	4
1	125432	-	5	5
1	125568	+	5	5
1	125569	-	7	8
1	125619	+	6	6
1	125620	-	11	11
1	125718	+	6	7
1	125719	-	2	2
1	125757	+	12	12
1	125763	+	13	13
1	125764	-	1	1
1	125799	+	11	12
1	125800	-	5	5
1	125806	+	11	12
1	125807	-	5	5
1	125941	+	5	5
1	125942	-	7	10
1	125979	+	3	3
1	125980	-	14	15
1	126219	+	4	4
1	126220	-	5	5
1	126224	+	3	3
1	126225	-	4	4
1	126234	+	3	3
1	126235	-	3	3
1	126249	+	3	3
1	126250	-	3	3
1	126252	+	2	3
1	126253	-	5	6
1	126353	+	4	4
1	126354	-	7	7
1	126505	+	4	4
1	126506	-	6	7
1	126527	+	4	4
1	126528	-	8	8
1	126980	+	5	5
1	126981	-	4	5
1	127026	+	4	4
1	127027	-	9	9
1	127075	+	4	5
1	127076	-	10	11
1	127183	+	3	3
1	127184	-	9	9
1	127185	+	4	4
1	127186	-	10	10
1	127269	+	5	6
1	127270	-	3	4
1	127278	+	3	3
1	127279	-	3	4
1	127284	+	2	2
1	127285	-	3	4
1	127372	+	2	2
1	127373	-	3	3
1	127378	+	3	3
1	127379	-	3	3
1	127393	+	4	4
1	127394	-	4	4
1	127396	+	4	4
1	127397	-	4	4
1	127405	+	2	4
1	127406	-	5	6
1	128018	+	7	11
1	133142	+	2	3
1	133143	-	8	10
1	133169	+	4	4
1	133170	-	9	10
1	133176	+	2	2
1	133177	-	9	10
1	133178	+	2	3
1	133179	-	8	10
1	134687	+	6	6
1	134688	-	9	9
1	134689	+	6	6
1	134690	-	8	9
1	134700	+	7	7
1	134701	-	8	8
1	134751	+	10	10
1	134752	-	5	6
1	134762	+	9	9
1	134763	-	6	7
1	134817	+	9	9
1	134818	-	7	7
1	134823	+	9	9
1	134824	-	7	8
1	134857	+	9	10
1	134858	-	4	5
1	134920	+	10	13
1	134921	-	7	9
1	137015	+	2	8
1	137022	+	8	8
1	137023	-	7	9
1	137064	+	7	7
1	137065	-	4	5
1	137114	+	5	6
1	137115	-	6	6
1	137148	+	5	6
1	137149	-	7	7
1	137178	+	6	7
1	137179	-	8	8
1	137214	+	7	7
1	137215	-	8	8
1	137229	+	7	7
1	137230	-	10	10
1	137233	+	7	7
1	137234	-	9	9
1	137242	+	8	8
1	137243	-	10	10
1	137268	+	6	8
1	137269	-	9	9
1	137375	+	9	9
1	137376	-	3	3
1	137379	+	8	9
1	137380	-	3	3
1	137400	+	8	8
1	137401	-	7	7
1	137435	+	11	14
1	137436	-	9	9
1	137445	+	14	15
1	137446	-	8	8
1	137484	+	10	11
1	137485	-	4	4
1	137646	+	17	17
1	137647	-	2	2
1	137649	+	16	16
1	137650	-	2	2
1	137655	+	17	17
1	137656	-	1	1
1	138576	-	2	5
1	138602	-	3	6
1	138607	+	7	7
1	138608	-	5	5
1	138614	+	6	6
1	138615	-	5	5
1	138624	+	6	6
1	138625	-	2	3
1	138632	+	5	5
1	138633	-	3	3
1	138637	+	3	5
1	138648	+	3	4
1	138649	-	3	3
1	138695	+	5	5
1	138696	-	3	3
1	147347	+	6	10
1	147348	-	4	7
1	151397	+	3	9
1	151398	-	3	5
1	154098	+	14	16
1	154099	-	3	3
1	154108	+	17	17
1	154109	-	3	3
1	154110	+	17	17
1	154111	-	3	3
1	154119	+	15	15
1	154120	-	3	3
1	160259	+	7	7
1	160260	-	6	6
1	160269	+	5	6
1	160270	-	7	8
1	160279	+	5	6
1	160280	-	7	8
1	160428	+	9	9
1	160429	-	9	9
1	160607	+	4	4
1	160608	-	5	5
1	160706	+	8	8
1	160707	-	5	6
1	160732	+	9	9
1	160733	-	4	5
1	160793	+	1	1
1	160794	-	9	9
1	160869	+	4	6
1	160870	-	7	8
1	160902	+	7	8
1	160903	-	4	4
1	160910	+	7	7
1	160911	-	3	3
1	160927	+	8	9
1	160928	-	3	3
1	160974	+	8	8
1	160998	+	5	5
1	160999	-	3	3
1	161000	+	5	5
1	161001	-	2	2
1	161017	+	3	3
1	161018	-	2	2
1	161030	+	3	3
1	161031	-	2	2
1	161041	+	5	5
1	161042	-	2	3
1	161043	+	5	5
1	161044	-	3	3
1	161075	+	4	4
1	161076	-	6	6
1	161094	+	5	6
1	161095	-	5	5
1	161209	+	4	4
1	161210	-	8	9
1	161214	+	4	4
1	161215	-	9	9
1	161271	+	3	7
1	161272	-	5	9
1	161385	+	3	3
1	161386	-	11	11
1	161390	+	2	2
1	161391	-	9	9
1	161410	+	1	1
1	161411	-	9	9
1	161414	-	8	9
1	161499	+	5	5
1	161500	-	4	4
1	161543	+	8	8
1	161544	-	2	3
1	161556	+	8	8
1	161557	-	2	2
1	161589	+	7	7
1	161590	-	6	6
1	161595	+	8	8
1	161596	-	6	7
1	161677	+	5	5
1	161678	-	7	7
1	161682	+	4	4
1	161683	-	5	5
1	161790	+	7	8
1	161792	+	8	8
1	161793	-	2	2
1	164722	+	7	7
1	164723	-	7	7
1	164733	+	7	7
1	164734	-	6	8
1	165075	+	8	8
1	165076	-	6	7
1	165091	+	8	8
1	165092	-	6	6
1	165139	+	8	8
1	165140	-	7	7
1	165141	+	9	9
1	165142	-	6	7
1	165145	+	7	7
1	165146	-	6	7
1	165358	+	4	5
1	165359	-	3	3
1	165369	+	2	3
1	165370	-	2	2
1	165521	+	3	3
1	165522	-	5	5
1	165535	+	3	3
1	165536	-	3	3
1	165540	+	3	3
1	165541	-	3	3
1	165581	+	2	2
1	165582	-	10	11
1	165603	+	2	2
1	165604	-	13	13
1	165608	+	2	2
1	165609	-	12	12
1	165624	+	4	4
1	165625	-	13	13
1	165977	+	4	5
1	165978	-	6	9
1	165989	+	6	6
1	165990	-	6	7
1	165994	+	7	7
1	165995	-	5	5
1	166011	+	8	8
1	166012	-	8	8
1	166020	+	9	9
1	166021	-	9	9
1	166032	+	7	8
1	166033	-	8	8
1	166893	+	2	10
1	188561	+	6	6
1	188562	-	5	5
1	188728	+	11	11
1	188729	-	3	3
1	188851	+	7	10
1	188852	-	2	5
1	188869	+	9	11
1	188870	-	4	5
1	188888	+	9	12
1	188889	-	4	5
1	188899	+	11	12
1	188900	-	4	5
1	189192	+	8	8
1	189193	-	4	4
1	189204	+	9	9
1	189205	-	3	3
1	189214	+	9	10
1	189231	+	8	8
1	189232	-	2	2
1	189238	+	6	9
1	189253	+	7	8
1	189254	-	2	2
1	191420	+	5	6
1	191421	-	14	16
1	191443	+	7	7
1	191444	-	13	15
1	193381	+	5	7
1	193382	-	7	10
1	193393	+	6	8
1	193394	-	9	10
1	193432	+	3	6
1	193433	-	6	7
1	193494	+	4	6
1	193495	-	2	4
1	193508	+	6	6
1	193509	-	4	4
1	193515	+	3	5
1	193516	-	4	4
1	193524	+	6	8
1	193525	-	5	5
1	193526	+	5	7
1	193527	-	4	4
1	193587	+	9	11
1	193588	-	7	7
1	193607	+	10	11
1	193608	-	9	9
1	193639	+	10	10
1	193640	-	6	7
1	193656	+	9	9
1	193657	-	6	6
1	193665	+	7	7
1	193666	-	6	7
1	193693	+	11	11
1	193694	-	10	12
1	193852	+	7	10
1	193853	-	6	9
1	197160	+	3	3
1	197161	-	10	11
1	197166	+	3	3
1	197167	-	10	11
1	197201	+	3	3
1	197202	-	3	3
1	197229	+	6	6
1	197230	-	1	1
1	197236	+	6	6
1	197237	-	1	1
1	197249	+	7	7
1	197250	-	2	2
1	197263	+	7	7
1	197264	-	4	4
1	197269	+	6	6
1	197270	-	5	5
1	197320	+	8	8
1	197321	-	7	7
1	197350	+	8	8
1	197351	-	4	5
1	197362	+	10	10
1	197363	-	3	4
1	197373	+	9	9
1	197374	-	2	2
1	197390	+	10	10
1	197391	-	3	4
1	197543	+	5	6
1	197544	-	5	5
1	197792	+	6	7
1	197793	-	5	5
1	197801	+	7	7
1	197802	-	4	5
1	197813	+	6	7
1	197814	-	3	3
1	200955	+	7	7
1	200956	-	4	5
1	201348	+	3	7
1	201349	-	3	3
1	213282	+	2	9
1	213304	+	4	9
1	213305	-	6	10
1	213332	+	4	12
1	213333	-	4	9
1	213389	+	11	14
1	213390	-	7	10
1	213508	+	6	7
1	213509	-	5	5
1	213560	+	9	9
1	213561	-	5	7
1	213577	+	9	9
1	213578	-	7	8
1	213598	+	7	7
1	213599	-	5	6
1	213606	+	6	6
1	213607	-	6	7
1	213611	+	8	8
1	213612	-	7	8
1	213614	+	9	9
1	213615	-	7	7
1	213640	+	6	6
1	213641	-	8	8
1	213680	+	2	5
1	213681	-	4	7
1	213730	+	2	5
1	213731	-	8	8
1	214949	+	5	6
1	214950	-	4	6
1	216243	-	1	1
1	222114	-	2	8
1	222120	+	5	5
1	222121	-	8	8
1	222131	+	4	4
1	222132	-	7	8
1	222139	+	4	4
1	222140	-	4	6
1	230891	+	3	8
1	230892	-	5	9
1	233602	+	4	4
1	233603	-	6	6
1	233613	+	3	4
1	233614	-	5	6
1	233626	+	4	4
1	233627	-	6	7
1	233633	+	4	4
1	233634	-	5	6
1	233951	+	9	10
1	233952	-	13	13
1	233982	+	8	9
1	233983	-	8	8
1	234018	+	9	10
1	234019	-	4	5
1	234026	+	12	12
1	234027	-	4	4
1	234136	+	8	8
1	234137	-	7	8
1	234144	+	6	7
1	234145	-	7	7
1	234221	+	6	6
1	234222	-	6	7
1	234256	+	8	8
1	234257	-	8	8
1	234333	+	8	9
1	234334	-	8	8
1	234361	+	8	8
1	234362	-	5	5
1	234370	+	8	8
1	234371	-	4	4
1	234384	+	9	10
1	234385	-	3	3
1	234417	+	11	12
1	234418	-	4	4
1	234429	+	12	12
1	234430	-	3	3
1	234539	+	6	6
1	234540	-	2	2
1	234547	+	7	7
1	234548	-	2	2
1	234617	+	7	8
1	234618	-	5	5
1	234628	+	9	9
1	234629	-	5	6
1	234948	+	5	6
1	234949	-	7	8
1	234950	+	5	6
1	234951	-	7	8
1	234967	+	6	7
1	234968	-	7	7
1	235188	+	4	4
1	235189	-	4	5
1	235190	+	4	4
1	235191	-	3	5
1	235342	+	12	13
1	235343	-	8	8
1	235345	+	12	13
1	235346	-	8	8
1	235375	+	10	11
1	235376	-	11	11
1	235556	+	9	9
1	235557	-	9	9
1	236051	+	4	4
1	236052	-	4	5
1	236121	+	8	9
1	236122	-	5	6
1	236182	+	10	10
1	236183	-	3	4
1	236189	+	9	10
1	236190	-	3	4
1	236221	+	7	7
1	236222	-	4	4
1	236273	+	6	7
1	236274	-	4	4
1	236276	+	6	6
1	236277	-	3	4
1	236395	+	4	4
1	236396	-	8	8
1	236417	+	3	3
1	236418	-	6	6
1	236434	+	2	2
1	236435	-	4	4
1	236527	+	3	4
1	236528	-	9	9
1	238367	+	3	3
1	238368	-	7	8
1	238417	+	3	3
