Chr	Pos	M	Cov
chr1	7391	2	2
chr1	7593	0	3
chr1	7594	0	7
chr1	7622	0	4
chr1	7623	0	3
chr1	7663	0	4
chr1	7754	0	4
chr1	7799	0	2
chr1	7872	0	3
chr1	7964	0	1
chr1	8277	0	10
chr1	8278	0	1
chr1	8313	0	9
chr1	8421	0	5
chr1	8422	0	5
chr1	8431	0	5
chr1	8432	0	5
chr1	8570	0	1
chr1	8571	0	3
chr1	8584	0	1
chr1	8585	0	5
chr1	8595	0	1
chr1	8596	0	4
chr1	8642	0	1
chr1	8643	0	5
chr1	8658	0	1
chr1	8659	0	4
chr1	8661	0	1
chr1	8662	0	3
chr1	8715	0	3
chr1	8716	0	2
chr1	8731	0	4
chr1	8732	0	2
chr1	8830	0	1
chr1	8831	0	2
chr1	8868	0	2
chr1	8869	0	2
chr1	8935	0	5
chr1	8936	0	1
chr1	9198	0	1
chr1	9461	0	1
chr1	9462	0	2
chr1	9639	0	2
chr1	9852	0	5
chr1	9922	0	4
chr1	9943	0	4
chr1	10048	0	1
chr1	10070	0	1
chr1	10071	0	2
chr1	10147	0	1
chr1	10162	0	2
chr1	10195	0	1
chr1	10196	0	5
chr1	10209	0	3
chr1	10210	0	5
chr1	10214	0	3
chr1	10215	0	5
chr1	10268	0	9
chr1	10269	0	2
chr1	10373	0	4
chr1	10374	0	3
chr1	10421	0	5
chr1	10514	0	1
chr1	10609	0	2
chr1	10610	0	1
chr1	10732	0	1
chr1	10733	0	2
chr1	10775	0	2
chr1	10803	0	1
chr1	10809	0	1
chr1	11239	0	1
chr1	11240	0	3
chr1	11565	0	6
chr1	11575	0	6
chr1	11672	0	1
chr1	11673	0	1
chr1	11726	0	2
chr1	11727	0	1
chr1	11753	0	1
chr1	11754	0	3
chr1	11763	0	1
chr1	11764	0	3
chr1	11924	0	2
chr1	11963	0	1
chr1	11964	0	2
chr1	11976	0	2
chr1	11977	0	1
chr1	12013	0	4
chr1	12014	0	3
chr1	12018	0	4
chr1	12019	0	6
chr1	12101	0	1
chr1	12102	0	11
chr1	12104	0	1
chr1	12105	0	12
chr1	12116	0	5
chr1	12117	0	10
chr1	12125	0	5
chr1	12126	0	8
chr1	12128	0	4
chr1	12129	0	8
chr1	12140	0	6
chr1	12141	0	7
chr1	12154	0	6
chr1	12155	0	7
chr1	12185	0	3
chr1	12186	0	6
chr1	12218	0	1
chr1	12219	0	3
chr1	12227	0	1
chr1	12228	0	3
chr1	12271	0	3
chr1	12272	0	4
chr1	12282	0	4
chr1	12283	0	3
chr1	12303	0	6
chr1	12304	0	1
chr1	12316	0	11
chr1	12330	0	13
chr1	12338	0	15
chr1	12343	0	12
chr1	12395	0	5
chr1	12442	0	10
chr1	12454	0	11
chr1	12455	0	1
chr1	12505	0	5
chr1	12506	0	1
chr1	12513	0	6
chr1	12514	0	2
chr1	12541	0	4
chr1	12542	0	1
chr1	12560	0	1
chr1	12565	0	1
chr1	12586	0	2
chr1	12587	0	2
chr1	12611	0	4
chr1	12612	0	3
chr1	12618	0	3
chr1	12619	0	4
chr1	12637	0	3
chr1	12638	0	3
chr1	12662	0	3
chr1	12663	0	2
chr1	12667	0	3
chr1	12668	0	2
chr1	12709	0	5
chr1	12710	0	2
chr1	12727	0	6
chr1	12728	0	2
chr1	12745	0	5
chr1	12746	0	3
chr1	12748	0	4
chr1	12749	0	4
chr1	12751	0	6
chr1	12752	0	4
chr1	12772	0	8
chr1	12773	0	4
chr1	12791	0	5
chr1	12792	0	4
chr1	12812	0	3
chr1	12813	0	3
chr1	12832	0	5
chr1	12833	0	3
chr1	12841	0	5
chr1	12842	0	2
chr1	12859	0	7
chr1	12860	0	1
chr1	12901	0	6
chr1	12902	0	3
chr1	12920	0	7
chr1	12921	0	3
chr1	12980	0	5
chr1	13037	0	1
chr1	13038	0	1
chr1	13126	0	4
chr1	13127	0	2
chr1	13149	0	2
chr1	13150	0	2
chr1	13168	0	1
chr1	13169	0	2
chr1	13403	0	3
chr1	13404	0	2
chr1	13468	0	1
chr1	13469	0	1
chr1	13497	0	4
chr1	13498	0	1
chr1	13672	0	9
chr1	13684	0	10
chr1	13693	0	11
chr1	13719	0	7
chr1	13720	0	3
chr1	13756	0	1
chr1	13757	0	2
chr1	13824	0	3
chr1	13827	0	3
chr1	13846	0	3
chr1	14029	0	1
chr1	14309	0	4
chr1	14310	0	1
chr1	14325	0	2
chr1	14326	0	2
chr1	14335	0	3
chr1	14336	0	2
chr1	14366	0	3
chr1	14367	0	5
chr1	14382	0	2
chr1	14383	0	4
chr1	14391	0	4
chr1	14499	0	1
chr1	14500	0	1
chr1	14511	0	1
chr1	14512	0	1
chr1	14514	0	1
chr1	14515	0	1
chr1	14599	0	6
chr1	14631	0	2
chr1	14635	0	1
chr1	14698	0	2
chr1	14699	0	2
chr1	14742	0	7
chr1	14743	0	2
chr1	14749	0	7
chr1	14750	0	1
chr1	14843	0	2
chr1	15015	0	1
chr1	15016	0	1
chr1	15102	0	4
chr1	15103	0	1
chr1	15138	0	9
chr1	15139	0	1
chr1	15142	0	8
chr1	15149	0	6
chr1	15187	0	3
chr1	15357	0	3
chr1	15433	0	1
chr1	15524	0	2
chr1	15525	0	3
chr1	15531	0	1
chr1	15532	0	3
chr1	15566	0	1
chr1	15569	0	1
chr1	15591	0	1
chr1	15594	0	1
chr1	15670	0	3
chr1	15671	0	1
chr1	15690	0	4
chr1	15691	0	1
chr1	15758	0	3
chr1	15759	0	2
chr1	15805	0	1
chr1	15809	0	1
chr1	15815	0	1
chr1	15948	0	1
chr1	15949	0	2
chr1	16060	0	1
chr1	16154	0	1
chr1	16280	0	1
chr1	16281	0	2
chr1	16433	0	3
chr1	16434	0	7
chr1	16478	0	1
chr1	16479	0	1
chr1	16500	0	2
chr1	16760	0	7
chr1	16845	0	1
chr1	16872	0	1
chr1	16916	0	1
chr1	16956	0	1
chr1	16957	0	1
chr1	16974	0	1
chr1	16975	0	1
chr1	17544	2	3
chr1	17572	1	2
chr1	17833	1	1
chr1	18105	3	3
chr1	18106	1	1
chr1	18358	3	4
chr1	18364	3	4
chr1	18436	1	1
chr1	18437	1	1
chr1	18441	1	1
chr1	18442	1	1
chr1	18446	1	1
chr1	18447	1	1
chr1	18448	1	1
chr1	18449	1	1
chr1	18517	3	3
chr1	18701	1	1
chr1	18702	0	1
chr1	18715	1	1
chr1	18716	1	1
chr1	18755	1	1
chr1	18756	1	1
chr1	19213	0	2
chr1	19286	0	3
chr1	19408	0	1
chr1	19659	0	2
chr1	19668	0	2
chr1	19691	0	1
chr1	19781	0	6
chr1	19828	0	1
chr1	19832	0	1
chr1	19836	0	2
chr1	19881	0	1
chr1	19882	0	2
chr1	19885	0	1
chr1	19886	0	2
chr1	19985	0	1
chr1	20016	0	2
chr1	20055	0	3
chr1	20056	0	2
chr1	20234	0	8
chr1	20235	0	4
chr1	20252	0	10
chr1	20253	0	5
chr1	20279	0	10
chr1	20280	0	6
chr1	20284	0	11
chr1	20285	0	6
chr1	20290	0	9
chr1	20291	0	6
chr1	20296	0	12
chr1	20297	0	5
chr1	20325	0	9
chr1	20326	0	1
chr1	20349	0	3
chr1	20350	0	2
chr1	20361	0	2
chr1	20362	0	2
chr1	20419	0	2
chr1	20468	0	1
chr1	20469	0	2
chr1	20505	0	1
chr1	20560	0	5
chr1	20621	0	9
chr1	20622	0	1
chr1	20655	0	5
chr1	20656	0	1
chr1	20667	0	4
chr1	20668	0	1
chr1	20719	0	1
chr1	20720	0	0
chr1	20747	0	1
chr1	20748	0	1
chr1	20880	0	3
chr1	20941	0	4
chr1	20942	0	1
chr1	20943	0	4
chr1	20944	0	1
chr1	20946	0	2
chr1	20947	0	1
chr1	20960	0	4
chr1	20961	0	1
chr1	20992	0	6
chr1	20998	0	5
chr1	21013	0	5
chr1	21014	0	2
chr1	21016	0	5
chr1	21017	0	2
chr1	21020	0	4
chr1	21021	0	2
chr1	21025	0	4
chr1	21026	0	2
chr1	21056	0	6
chr1	21057	0	1
chr1	21079	0	5
chr1	21080	0	1
chr1	21104	0	8
chr1	21131	0	6
chr1	21134	0	6
chr1	21135	0	1
chr1	21153	0	6
chr1	21154	0	2
chr1	21167	0	5
chr1	21168	0	3
chr1	21196	0	3
chr1	21197	0	4
chr1	21201	0	3
chr1	21202	0	4
chr1	21223	0	2
chr1	21224	0	7
chr1	21258	0	1
chr1	21259	0	6
chr1	21267	0	1
chr1	21268	0	7
chr1	21274	0	1
chr1	21275	0	7
chr1	21277	0	1
chr1	21278	0	7
chr1	21292	0	1
chr1	21293	0	3
chr1	21365	0	3
chr1	21408	0	2
chr1	21420	0	2
chr1	21421	0	2
chr1	21446	0	3
chr1	21447	0	5
chr1	21463	0	5
chr1	21464	0	4
chr1	21499	0	5
chr1	21500	0	1
chr1	21572	0	3
chr1	21685	0	1
chr1	21686	0	1
chr1	21735	0	2
chr1	21736	0	1
chr1	21758	0	1
chr1	21759	1	3
chr1	21762	0	1
chr1	21763	0	2
chr1	21774	0	3
chr1	21836	0	4
chr1	21849	0	2
chr1	21872	0	1
chr1	21873	0	2
chr1	21874	0	2
chr1	21875	0	2
chr1	21920	0	8
chr1	21939	0	6
chr1	21940	0	1
chr1	21946	0	6
chr1	21947	0	2
chr1	21953	0	2
chr1	21954	0	2
chr1	21981	0	1
chr1	21982	0	3
chr1	22002	0	2
chr1	22003	0	2
chr1	22149	0	2
chr1	22150	0	1
chr1	22182	0	3
chr1	22185	0	2
chr1	22199	0	2
chr1	22200	0	1
chr1	22251	0	1
chr1	22252	0	4
chr1	22287	0	7
chr1	22321	0	3
chr1	22338	0	2
chr1	22389	0	7
chr1	22390	0	2
chr1	22416	0	7
chr1	22417	0	4
chr1	22464	0	2
chr1	22465	0	5
chr1	22515	0	5
chr1	22516	0	2
chr1	22535	0	3
chr1	22536	0	2
chr1	22563	0	1
chr1	22566	0	1
chr1	22659	0	1
chr1	22664	0	1
chr1	22737	0	2
chr1	22738	0	8
chr1	22755	0	2
chr1	22756	0	5
chr1	22787	0	4
chr1	22799	0	4
chr1	22831	0	1
chr1	22972	0	1
chr1	23026	0	1
chr1	23181	0	1
chr1	23189	0	1
chr1	23296	0	2
chr1	23338	0	5
chr1	23345	0	6
chr1	23349	0	8
chr1	23422	0	5
chr1	23581	0	5
chr1	23582	0	2
chr1	23605	0	6
chr1	23606	0	1
chr1	23614	0	8
chr1	23615	0	3
chr1	23668	0	4
chr1	23669	0	6
chr1	23671	0	3
chr1	23672	0	8
chr1	23689	0	4
chr1	23690	0	6
chr1	23725	0	2
chr1	23726	0	5
chr1	23750	0	3
chr1	23776	0	1
chr1	23777	0	2
chr1	23845	0	7
chr1	23857	0	8
chr1	23865	0	6
chr1	23993	0	5
chr1	23999	1	5
chr1	24010	1	4
chr1	24015	4	5
chr1	24188	11	12
chr1	24190	11	11
chr1	24196	12	12
chr1	24236	0	11
chr1	24269	0	13
chr1	24270	0	2
chr1	24303	5	6
chr1	24304	4	4
chr1	24312	5	5
chr1	24313	4	4
chr1	24331	4	4
chr1	24332	5	5
chr1	24352	3	3
chr1	24353	4	5
chr1	24354	3	3
chr1	24355	5	5
chr1	24414	0	4
chr1	24415	0	1
chr1	24456	1	1
chr1	24457	2	2
chr1	24533	0	1
chr1	24534	0	2
chr1	24557	0	1
chr1	24558	0	2
chr1	24623	0	9
chr1	24624	0	1
chr1	24635	0	13
chr1	24636	0	1
chr1	24723	4	4
chr1	24724	3	4
chr1	24747	1	1
chr1	24748	2	2
chr1	24836	5	5
chr1	24838	1	1
chr1	24839	3	5
chr1	24850	1	1
chr1	24851	4	4
chr1	24945	6	6
chr1	24946	1	1
chr1	25036	0	9
chr1	25037	0	1
chr1	25065	10	10
chr1	25076	8	8
chr1	25077	1	1
chr1	25084	7	8
chr1	25085	1	1
chr1	25104	5	5
chr1	25105	2	2
chr1	25124	6	7
chr1	25125	1	1
chr1	25168	8	9
chr1	25169	4	4
chr1	25171	8	8
chr1	25172	4	4
chr1	25245	0	3
chr1	25246	0	2
chr1	25333	5	5
chr1	25334	1	1
chr1	25347	3	3
chr1	25348	2	2
chr1	25354	2	2
chr1	25355	3	3
chr1	25464	3	3
chr1	25580	6	6
chr1	25581	2	2
chr1	25583	5	6
chr1	25584	3	3
chr1	25649	4	5
chr1	25650	3	3
chr1	25667	5	5
chr1	25668	3	3
chr1	25669	5	5
chr1	25670	3	3
chr1	25672	4	4
chr1	25673	3	3
chr1	25709	2	2
chr1	25773	2	2
chr1	25774	2	2
chr1	25783	2	2
chr1	25784	3	3
chr1	25831	4	4
chr1	25832	4	4
chr1	25844	5	5
chr1	25845	3	3
chr1	25862	3	3
chr1	25863	2	2
chr1	25865	3	3
chr1	25866	2	2
chr1	25947	1	1
chr1	25948	8	9
chr1	25961	2	2
chr1	25962	9	9
chr1	26088	3	3
chr1	26089	4	4
chr1	26100	4	4
chr1	26101	3	3
chr1	26114	1	2
chr1	26115	7	7
chr1	26192	0	1
chr1	26193	0	3
chr1	26315	0	3
chr1	26316	0	3
chr1	26351	9	9
chr1	26352	1	1
chr1	26361	7	7
chr1	26362	2	2
chr1	26366	7	7
chr1	26367	5	5
chr1	26380	8	8
chr1	26381	5	6
chr1	26403	5	5
chr1	26404	5	6
chr1	26409	4	4
chr1	26410	5	5
chr1	26558	6	6
chr1	26563	5	6
chr1	26601	6	6
chr1	26602	5	5
chr1	26650	7	8
chr1	26651	6	6
chr1	26729	3	3
chr1	26730	4	4
chr1	26731	3	3
chr1	26732	5	5
chr1	26788	0	2
chr1	26852	1	2
chr1	26875	3	3
chr1	26876	1	1
chr1	26921	5	5
chr1	26922	3	3
chr1	26960	5	5
chr1	26961	11	11
chr1	26998	4	4
chr1	26999	6	7
chr1	27083	14	14
chr1	27084	1	1
chr1	27149	6	6
chr1	27150	2	2
chr1	27163	7	7
chr1	27164	1	1
chr1	27185	5	5
chr1	27268	2	3
chr1	27269	1	1
chr1	27485	6	6
chr1	27500	7	7
chr1	27501	1	1
chr1	27502	8	8
chr1	27503	1	1
chr1	27625	4	4
chr1	27626	1	1
chr1	27651	3	3
chr1	27652	2	2
chr1	27844	4	4
chr1	27845	2	2
chr1	27873	4	4
chr1	27874	3	3
chr1	27927	0	4
chr1	27928	0	2
chr1	27978	2	4
chr1	27979	2	2
chr1	27990	5	5
chr1	27991	2	2
chr1	28016	6	6
chr1	28017	2	2
chr1	28021	6	6
chr1	28022	2	2
chr1	28033	6	6
chr1	28034	1	2
chr1	28091	0	9
chr1	28159	7	7
chr1	28300	7	7
chr1	28309	8	8
chr1	28316	8	8
chr1	28324	5	5
chr1	28408	0	1
chr1	28412	0	1
chr1	28516	0	5
chr1	28517	0	3
chr1	28631	4	4
chr1	28632	1	1
chr1	28754	2	2
chr1	28755	3	3
chr1	28764	3	3
chr1	28765	4	4
chr1	28790	1	1
chr1	28791	3	3
chr1	28849	0	2
chr1	28850	0	1
chr1	28860	0	2
chr1	28861	0	2
chr1	28924	0	3
chr1	28925	0	3
chr1	28948	4	5
chr1	28949	6	7
chr1	28959	5	5
chr1	28960	7	7
chr1	28965	3	4
chr1	28966	7	7
chr1	28979	4	4
chr1	28980	9	9
chr1	29033	1	2
chr1	29180	5	5
chr1	29185	4	5
chr1	29197	6	6
chr1	29198	2	3
chr1	29207	7	7
chr1	29208	3	3
chr1	29233	7	7
chr1	29234	5	5
chr1	29256	6	7
chr1	29257	4	4
chr1	29288	5	5
chr1	29289	1	2
chr1	29383	4	6
chr1	29384	3	3
chr1	29388	5	5
chr1	29389	4	4
chr1	29393	5	5
chr1	29394	1	3
chr1	29398	4	4
chr1	29399	5	5
chr1	29428	6	6
chr1	29429	5	5
chr1	29435	4	5
chr1	29436	4	4
chr1	29438	5	5
chr1	29439	3	3
chr1	29464	7	9
chr1	29465	3	3
chr1	29471	10	10
chr1	29472	2	2
chr1	29495	14	15
chr1	29496	2	2
chr1	29507	16	16
chr1	29508	2	2
chr1	29563	8	8
chr1	29564	1	1
chr1	29568	8	9
chr1	29569	1	1
chr1	29587	0	7
chr1	29588	0	1
chr1	29627	9	11
chr1	29630	11	11
chr1	29681	12	13
chr1	29682	2	2
chr1	29705	10	10
chr1	29706	2	2
chr1	29756	0	4
chr1	29757	0	1
chr1	29858	2	2
chr1	29889	3	3
chr1	29891	3	3
chr1	29952	2	3
chr1	29953	7	8
chr1	29967	4	4
chr1	29968	5	6
chr1	29977	4	4
chr1	29978	7	7
chr1	29987	4	4
chr1	29988	5	5
chr1	30000	2	2
chr1	30001	5	5
chr1	30002	2	2
chr1	30003	4	4
chr1	30007	2	2
chr1	30008	4	4
chr1	30036	3	4
chr1	30037	2	4
chr1	30041	4	4
chr1	30042	4	4
chr1	30050	3	4
chr1	30051	2	3
chr1	30056	4	4
chr1	30057	3	3
chr1	30150	3	3
chr1	30151	1	1
chr1	30176	3	3
chr1	30177	1	1
chr1	30184	3	3
chr1	30190	3	3
chr1	30331	4	4
chr1	30332	1	1
chr1	30355	2	2
chr1	30392	0	1
chr1	30393	0	3
chr1	30465	6	6
chr1	30466	6	6
chr1	30470	6	6
chr1	30471	8	8
chr1	30485	5	5
chr1	30486	6	6
chr1	30522	3	3
chr1	30523	1	1
chr1	30543	4	5
chr1	30562	6	6
chr1	30565	6	6
chr1	30585	7	7
chr1	30586	1	1
chr1	30594	8	8
chr1	30595	1	1
chr1	30624	0	7
chr1	30625	0	1
chr1	30631	0	7
chr1	30632	0	1
chr1	30691	6	6
chr1	30692	2	2
chr1	30699	9	9
chr1	30700	2	2
chr1	30715	8	8
chr1	30716	2	2
chr1	30753	4	5
chr1	30754	1	1
chr1	30759	4	4
chr1	30760	1	1
chr1	30768	3	4
chr1	30769	1	1
chr1	30879	0	5
chr1	30922	0	6
chr1	30943	0	9
chr1	30964	0	7
chr1	30968	0	6
chr1	30983	0	9
chr1	30998	0	8
chr1	30999	0	4
chr1	31009	0	6
chr1	31010	0	5
chr1	31039	0	3
chr1	31040	0	4
chr1	31099	0	4
chr1	31246	0	1
chr1	31386	0	2
chr1	31387	0	1
chr1	31544	0	4
chr1	31545	0	1
chr1	31591	5	6
chr1	31592	3	3
chr1	31699	4	4
chr1	31700	1	1
chr1	31707	4	4
chr1	31708	0	1
chr1	31710	3	4
chr1	31711	1	1
chr1	31725	3	3
chr1	31726	1	1
chr1	31826	0	1
chr1	31827	0	5
chr1	31970	0	1
chr1	31971	0	4
chr1	31985	0	3
chr1	32137	0	8
chr1	32188	0	6
chr1	32189	0	1
chr1	32312	0	7
chr1	32580	0	7
chr1	32581	0	2
chr1	32613	0	6
chr1	32614	0	4
chr1	32621	0	7
chr1	32622	1	7
chr1	32633	0	6
chr1	32634	0	7
chr1	32686	0	1
chr1	32687	0	9
chr1	32754	0	5
chr1	32755	0	2
chr1	32781	0	5
chr1	32782	0	3
chr1	32830	0	2
chr1	32831	0	2
chr1	32867	0	1
chr1	32872	0	1
chr1	32922	0	5
chr1	32923	0	3
chr1	33003	0	1
chr1	33004	0	1
chr1	33024	0	2
chr1	33025	0	1
chr1	33037	0	3
chr1	33038	0	2
chr1	33042	0	4
chr1	33043	0	2
chr1	33051	0	6
chr1	33052	0	2
chr1	33070	0	8
chr1	33071	0	1
chr1	33114	0	8
chr1	33159	0	1
chr1	33160	0	2
chr1	33168	0	1
chr1	33169	0	2
chr1	33190	0	4
chr1	33265	0	1
chr1	33286	0	1
chr1	33573	0	4
chr1	33574	0	3
chr1	33583	0	2
chr1	33584	0	3
chr1	33587	0	1
chr1	33588	1	4
chr1	33881	0	1
chr1	33882	0	1
chr1	34018	0	4
chr1	34124	0	1
chr1	34125	0	11
chr1	34153	0	1
chr1	34154	0	12
chr1	34227	0	7
chr1	34271	0	1
chr1	34272	0	2
chr1	34316	0	3
chr1	34317	0	1
chr1	34323	0	3
chr1	34324	0	2
chr1	34406	0	2
chr1	34407	0	2
chr1	34422	0	3
chr1	34423	0	3
chr1	34475	0	4
chr1	34568	0	2
chr1	34569	0	2
chr1	34606	0	1
chr1	34607	0	2
chr1	34653	0	5
chr1	34700	0	6
chr1	34701	0	10
chr1	34761	0	5
chr1	34762	0	5
chr1	34806	0	10
chr1	34807	0	2
chr1	34823	0	6
chr1	34824	0	3
chr1	34898	0	5
chr1	34899	0	3
chr1	34958	0	5
chr1	34959	0	2
chr1	35021	12	12
chr1	35022	2	2
chr1	35028	12	12
chr1	35029	2	2
chr1	35043	12	12
chr1	35044	2	2
chr1	35051	12	13
chr1	35052	1	1
chr1	35136	16	17
chr1	35140	13	17
chr1	35172	0	16
chr1	35225	4	6
chr1	35231	4	5
chr1	35318	0	6
chr1	35333	0	6
chr1	35334	0	4
chr1	35381	0	4
chr1	35382	0	8
chr1	35424	1	1
chr1	35425	5	5
chr1	35426	1	1
chr1	35427	4	4
chr1	35462	0	1
chr1	35463	0	6
chr1	35535	0	3
chr1	35570	0	3
chr1	35606	0	1
chr1	35739	0	4
chr1	35740	0	1
chr1	35763	0	10
chr1	35764	0	2
chr1	35790	0	9
chr1	35791	0	3
chr1	35843	0	6
chr1	35844	0	2
chr1	35860	0	5
chr1	35861	0	1
chr1	35884	2	4
chr1	35893	3	3
chr1	35894	1	2
chr1	35901	2	2
chr1	35902	3	3
chr1	36091	5	6
chr1	36092	2	2
chr1	36100	4	5
chr1	36101	2	2
chr1	36204	0	3
chr1	36205	0	4
chr1	36246	0	3
chr1	36385	0	3
chr1	36389	0	3
chr1	36403	0	6
chr1	36445	0	1
chr1	36446	0	3
chr1	36549	0	2
chr1	36550	0	3
chr1	36583	0	1
chr1	36584	0	1
chr1	36806	0	3
chr1	36807	0	3
chr1	36818	0	3
chr1	36819	0	5
chr1	36885	0	5
chr1	36891	0	5
chr1	37071	0	5
chr1	37084	0	5
chr1	37172	0	5
chr1	37173	0	2
chr1	37302	0	1
chr1	37303	0	2
chr1	37313	0	1
chr1	37314	0	2
chr1	37379	0	6
chr1	37388	0	10
chr1	37437	0	1
chr1	37438	0	8
chr1	37482	0	3
chr1	37483	0	1
chr1	37622	0	5
chr1	37623	0	1
chr1	37633	0	3
chr1	37634	0	1
chr1	37645	0	1
chr1	37646	0	1
chr1	37651	0	1
chr1	37652	0	2
chr1	37667	0	2
chr1	37936	0	4
chr1	37943	0	5
chr1	37948	0	6
chr1	38009	0	8
chr1	38010	0	5
chr1	38037	0	6
chr1	38038	0	2
chr1	38075	0	16
chr1	38076	0	1
chr1	38083	0	16
chr1	38105	0	16
chr1	38123	0	14
chr1	38124	0	2
chr1	38151	0	14
chr1	38152	0	4
chr1	38210	0	1
chr1	38230	0	1
chr1	38231	0	2
chr1	38255	0	2
chr1	38256	0	3
chr1	38273	0	1
chr1	38274	0	3
chr1	38284	0	1
chr1	38285	0	4
chr1	38358	0	6
chr1	38526	0	2
chr1	38593	0	2
chr1	38602	0	2
chr1	38603	0	1
chr1	38630	0	2
chr1	38631	0	3
chr1	38648	0	1
chr1	38649	0	2
chr1	38653	0	1
chr1	38654	0	3
chr1	38700	1	1
