Chr Pos M Cov
chr1 12513 0 20
chr1 12514 0 11
chr1 12541 0 15
chr1 12542 0 12
chr1 12559 0 5
chr1 12560 0 14
chr1 12564 0 4
chr1 12565 0 16
chr1 12586 0 8
chr1 12587 0 17
chr1 12611 0 16
chr1 12612 0 12
chr1 12618 0 16
chr1 12619 0 14
chr1 12637 0 20
chr1 12638 0 21
chr1 12662 0 17
chr1 12663 0 15
chr1 12667 0 19
chr1 12668 0 14
chr1 12709 0 14
chr1 12710 0 5
chr1 12727 0 13
chr1 12728 0 6
chr1 12745 0 13
chr1 12746 0 4
chr1 12748 0 13
chr1 12749 0 4
chr1 12751 0 13
chr1 12752 0 5
chr1 12772 0 7
chr1 12773 0 8
chr1 12791 0 8
chr1 12792 0 12
chr1 12812 0 16
chr1 12813 0 9
chr1 12832 0 16
chr1 12833 0 7
chr1 12841 0 18
chr1 12842 0 7
chr1 12859 0 15
chr1 12860 0 7
chr1 12901 0 8
chr1 12902 0 3
chr1 12920 0 12
chr1 12921 0 1
chr1 12980 0 11
chr1 12981 0 5
chr1 13037 0 10
chr1 13038 0 3
chr1 13126 0 6
chr1 13127 0 8
chr1 13149 0 5
chr1 13150 0 12
chr1 13168 0 2
chr1 13169 0 8
chr1 13214 0 3
chr1 13403 0 6
chr1 13404 0 2
chr1 13468 0 3
chr1 13469 0 4
chr1 13497 0 7
chr1 13498 0 2
chr1 13672 0 13
chr1 13673 0 3
chr1 13684 0 15
chr1 13685 0 3
chr1 13693 0 16
chr1 13694 0 3
chr1 13719 0 7
chr1 13720 0 2
chr1 13756 0 4
chr1 13757 0 6
chr1 13824 0 8
chr1 13827 0 8
chr1 13846 0 6
chr1 14028 0 2
chr1 14029 0 1
chr1 14180 0 6
chr1 14309 0 6
chr1 14310 0 3
chr1 14325 0 4
chr1 14326 0 6
chr1 14335 0 4
chr1 14336 0 6
chr1 14366 0 2
chr1 14367 0 14
chr1 14382 0 1
chr1 14383 0 16
chr1 14390 0 1
chr1 14391 0 16
chr1 14499 0 4
chr1 14500 0 1
chr1 14511 0 4
chr1 14514 0 4
chr1 14599 0 6
chr1 14600 0 1
chr1 14631 0 5
chr1 14632 0 2
chr1 14635 0 5
chr1 14636 0 2
chr1 14698 0 7
chr1 14699 0 8
chr1 14742 0 9
chr1 14743 0 7
chr1 14749 0 8
chr1 14750 0 6
chr1 15015 0 1
chr1 15016 0 1
chr1 15102 0 8
chr1 15138 0 8
chr1 15142 0 8
chr1 15149 0 4
chr1 15188 0 1
chr1 15244 0 7
chr1 15356 0 3
chr1 15357 0 2
chr1 15432 0 1
chr1 15433 0 1
chr1 15524 0 7
chr1 15525 0 2
chr1 15531 0 8
chr1 15532 0 1
chr1 15566 0 6
chr1 15567 0 2
chr1 15569 0 5
chr1 15570 0 2
chr1 15590 0 1
chr1 15591 0 1
chr1 15594 0 1
chr1 15670 0 7
chr1 15671 0 3
chr1 15690 0 6
chr1 15691 0 1
chr1 15758 0 3
chr1 15759 0 2
chr1 15804 0 5
chr1 15805 0 6
chr1 15808 0 5
chr1 15809 0 7
chr1 15814 0 5
chr1 15815 0 7
chr1 15948 0 2
chr1 15949 0 4
chr1 16060 0 3
chr1 16154 0 9
chr1 16280 0 2
chr1 16345 0 3
chr1 16433 0 7
chr1 16434 0 17
chr1 16478 0 6
chr1 16479 0 8
chr1 16500 0 8
chr1 16501 0 6
chr1 16760 0 13
chr1 16840 0 1
chr1 16842 0 1
chr1 16844 0 1
chr1 16871 0 1
chr1 16872 0 1
chr1 16916 0 1
chr1 16956 0 3
chr1 16957 0 6
chr1 16974 0 6
chr1 16975 0 6
chr1 17544 1 1
chr1 17545 2 2
chr1 17572 3 3
chr1 17573 2 3
chr1 17602 1 1
chr1 17603 6 8
chr1 17640 1 1
chr1 17641 1 1
chr1 17832 2 3
chr1 18105 1 1
chr1 18106 10 10
chr1 18358 10 10
chr1 18359 2 3
chr1 18364 9 9
chr1 18365 2 3
chr1 18375 5 5
chr1 18376 1 1
chr1 18379 5 5
chr1 18380 1 1
chr1 18436 6 6
chr1 18437 2 2
chr1 18441 6 6
chr1 18442 2 2
chr1 18446 6 6
chr1 18447 2 2
chr1 18448 6 6
chr1 18449 3 3
chr1 18516 2 3
chr1 18517 5 5
chr1 18541 3 3
chr1 18701 3 3
chr1 18702 2 2
chr1 18715 6 6
chr1 18716 1 2
chr1 18755 0 3
chr1 18756 3 5
chr1 18975 0 1
chr1 19102 0 1
chr1 19103 0 3
chr1 19213 0 4
chr1 19286 0 9
chr1 19407 0 1
chr1 19408 0 2
chr1 19537 0 2
chr1 19659 0 0
chr1 19668 0 1
chr1 19691 0 2
chr1 19781 0 3
chr1 19782 0 1
chr1 19827 0 1
chr1 19828 0 4
chr1 19831 0 1
chr1 19832 0 4
chr1 19835 0 1
chr1 19836 0 4
chr1 19881 0 3
chr1 19885 0 3
chr1 19984 0 2
chr1 19985 0 1
chr1 20016 0 1
chr1 20055 0 8
chr1 20056 0 2
chr1 20234 0 17
chr1 20235 0 1
chr1 20252 0 14
chr1 20253 0 6
chr1 20279 0 10
chr1 20280 0 10
chr1 20284 0 15
chr1 20285 0 9
chr1 20290 0 14
chr1 20291 0 7
chr1 20296 0 13
chr1 20297 0 5
chr1 20325 0 7
chr1 20326 0 6
chr1 20350 0 3
chr1 20362 0 1
chr1 20418 0 1
chr1 20419 0 2
chr1 20469 0 10
chr1 20505 0 3
chr1 20560 0 7
chr1 20621 0 10
chr1 20622 0 1
chr1 20655 0 6
chr1 20656 0 4
chr1 20667 0 4
chr1 20668 0 8
chr1 20719 0 2
chr1 20720 0 0
chr1 20747 0 1
chr1 20748 0 1
chr1 20880 0 12
chr1 20881 0 1
chr1 20941 0 18
chr1 20943 0 18
chr1 20946 0 20
chr1 20960 0 21
chr1 20992 0 19
chr1 20998 0 14
chr1 20999 0 1
chr1 21013 0 12
chr1 21014 0 2
chr1 21016 0 12
chr1 21017 0 3
chr1 21020 0 13
chr1 21021 0 3
chr1 21025 0 13
chr1 21026 0 3
chr1 21056 0 9
chr1 21057 0 5
chr1 21079 0 17
chr1 21080 0 5
chr1 21104 0 18
chr1 21105 0 3
chr1 21131 0 17
chr1 21132 0 5
chr1 21134 0 16
chr1 21135 0 4
chr1 21153 0 14
chr1 21154 0 12
chr1 21167 0 12
chr1 21168 0 14
chr1 21196 0 11
chr1 21197 0 18
chr1 21201 0 10
chr1 21202 0 16
chr1 21223 0 9
chr1 21224 0 14
chr1 21258 0 5
chr1 21259 0 11
chr1 21267 0 5
chr1 21268 0 12
chr1 21274 0 5
chr1 21275 0 11
chr1 21277 0 4
chr1 21278 0 9
chr1 21292 0 4
chr1 21293 0 10
chr1 21365 0 14
chr1 21366 0 2
chr1 21408 0 9
chr1 21409 0 2
chr1 21420 0 2
chr1 21421 0 1
chr1 21446 0 7
chr1 21447 0 1
chr1 21463 0 13
chr1 21464 0 5
chr1 21499 0 11
chr1 21500 0 9
chr1 21572 0 9
chr1 21685 0 8
chr1 21686 0 3
chr1 21735 1 11
chr1 21736 0 3
chr1 21758 0 6
chr1 21759 0 6
chr1 21762 0 6
chr1 21763 0 7
chr1 21773 0 3
chr1 21774 0 7
chr1 21835 0 2
chr1 21836 0 10
chr1 21848 0 2
chr1 21849 0 12
chr1 21872 0 2
chr1 21873 0 7
chr1 21874 0 2
chr1 21875 0 6
chr1 21920 0 16
chr1 21921 0 2
chr1 21939 0 15
chr1 21940 0 4
chr1 21946 0 13
chr1 21947 0 5
chr1 21953 0 14
chr1 21954 0 5
chr1 21981 0 7
chr1 21982 0 6
chr1 22002 0 8
chr1 22003 0 4
chr1 22149 0 12
chr1 22150 0 3
chr1 22182 0 18
chr1 22183 0 4
chr1 22185 0 17
chr1 22186 0 4
chr1 22199 0 12
chr1 22200 0 3
chr1 22251 0 1
chr1 22252 0 3
chr1 22286 0 1
chr1 22287 0 3
chr1 22320 0 3
chr1 22321 0 5
chr1 22337 0 6
chr1 22338 0 5
chr1 22389 0 15
chr1 22390 0 3
chr1 22416 0 15
chr1 22417 0 7
chr1 22464 0 8
chr1 22465 0 6
chr1 22515 0 10
chr1 22516 0 5
chr1 22535 0 7
chr1 22536 0 5
chr1 22563 0 1
chr1 22564 0 1
chr1 22566 0 1
chr1 22567 0 1
chr1 22659 0 2
chr1 22664 0 3
chr1 22737 0 4
chr1 22738 0 12
chr1 22755 0 7
chr1 22756 0 16
chr1 22787 0 6
chr1 22788 0 11
chr1 22799 0 6
chr1 22800 0 9
chr1 22832 0 5
chr1 22838 0 5
chr1 22871 0 4
chr1 22973 0 5
chr1 23026 0 3
chr1 23027 0 3
chr1 23151 0 4
chr1 23180 0 6
chr1 23181 0 1
chr1 23188 0 6
chr1 23189 0 3
chr1 23296 0 4
chr1 23297 0 8
chr1 23337 0 1
chr1 23338 0 7
chr1 23344 0 1
chr1 23345 0 10
chr1 23348 0 2
chr1 23349 0 11
chr1 23421 0 9
chr1 23422 0 13
chr1 23581 0 17
chr1 23582 0 5
chr1 23605 0 9
chr1 23606 0 8
chr1 23614 0 9
chr1 23615 0 9
chr1 23668 0 13
chr1 23669 0 8
chr1 23671 0 12
chr1 23672 0 8
chr1 23689 0 16
chr1 23690 0 11
chr1 23725 0 15
chr1 23726 0 12
chr1 23749 0 13
chr1 23750 0 9
chr1 23776 0 11
chr1 23777 0 9
chr1 23845 0 28
chr1 23846 0 3
chr1 23857 0 27
chr1 23858 0 2
chr1 23865 0 24
chr1 23866 0 2
chr1 23993 0 18
chr1 23999 4 17
chr1 24010 12 16
chr1 24015 7 10
chr1 24188 15 18
chr1 24190 21 23
chr1 24196 21 24
chr1 24236 0 23
chr1 24237 0 3
chr1 24269 0 6
chr1 24270 0 6
chr1 24303 14 15
chr1 24304 3 3
chr1 24312 12 18
chr1 24313 5 5
chr1 24331 14 14
chr1 24332 7 8
chr1 24352 10 12
chr1 24353 9 9
chr1 24354 10 11
chr1 24355 8 8
chr1 24414 0 9
chr1 24415 0 8
chr1 24456 6 9
chr1 24457 1 8
chr1 24533 1 17
chr1 24534 0 2
chr1 24557 0 14
chr1 24558 0 4
chr1 24623 0 16
chr1 24624 0 3
chr1 24635 0 15
chr1 24636 0 3
chr1 24723 6 8
chr1 24724 9 9
chr1 24747 10 12
chr1 24748 8 9
chr1 24835 7 7
chr1 24836 8 8
chr1 24838 5 6
chr1 24839 7 7
chr1 24850 3 3
chr1 24851 5 6
chr1 24945 10 10
chr1 24946 13 14
chr1 25036 0 12
chr1 25037 0 6
chr1 25065 10 11
chr1 25066 7 7
chr1 25076 10 11
chr1 25077 7 7
chr1 25084 11 11
chr1 25085 6 6
chr1 25104 9 11
chr1 25105 5 5
chr1 25124 9 9
chr1 25125 7 8
chr1 25168 26 26
chr1 25169 6 6
chr1 25171 26 26
chr1 25172 5 5
chr1 25245 0 12
chr1 25246 0 11
chr1 25333 7 7
chr1 25334 6 6
chr1 25347 9 10
chr1 25348 7 7
chr1 25354 10 10
chr1 25355 8 9
chr1 25464 12 12
chr1 25580 19 19
chr1 25581 5 5
chr1 25583 18 18
chr1 25584 5 5
chr1 25649 11 11
chr1 25650 8 11
chr1 25667 3 4
chr1 25668 10 10
chr1 25669 4 4
chr1 25670 12 12
chr1 25672 4 4
chr1 25673 12 12
chr1 25709 9 10
chr1 25710 2 5
chr1 25773 6 6
chr1 25783 6 7
chr1 25784 4 4
chr1 25831 11 11
chr1 25832 3 4
chr1 25844 7 9
chr1 25845 4 4
chr1 25862 6 6
chr1 25863 5 5
chr1 25865 6 6
chr1 25866 5 5
chr1 25947 8 8
chr1 25948 11 11
chr1 25961 9 9
chr1 25962 16 16
chr1 26088 9 9
chr1 26089 5 5
chr1 26100 8 8
chr1 26101 4 4
chr1 26114 8 8
chr1 26115 4 5
chr1 26192 0 1
chr1 26193 0 10
chr1 26315 0 11
chr1 26316 0 6
chr1 26351 9 10
chr1 26352 2 2
chr1 26361 10 10
chr1 26362 6 6
chr1 26366 14 14
chr1 26367 6 6
chr1 26380 11 11
chr1 26381 9 9
chr1 26403 9 9
chr1 26404 12 12
chr1 26409 12 12
chr1 26410 12 12
chr1 26558 9 10
chr1 26559 6 6
chr1 26563 8 10
chr1 26564 2 5
chr1 26601 14 14
chr1 26602 8 9
chr1 26650 11 12
chr1 26651 6 7
chr1 26729 8 8
chr1 26730 10 10
chr1 26731 7 7
chr1 26732 7 8
chr1 26787 0 8
chr1 26788 0 8
chr1 26852 6 8
chr1 26853 5 5
chr1 26875 8 8
chr1 26876 5 6
chr1 26921 12 12
chr1 26922 12 12
chr1 26960 9 9
chr1 26961 7 7
chr1 26998 18 18
chr1 26999 8 8
chr1 27083 12 13
chr1 27149 20 22
chr1 27150 1 1
chr1 27163 20 22
chr1 27164 3 3
chr1 27185 17 18
chr1 27186 3 4
chr1 27268 2 2
chr1 27269 6 6
chr1 27485 10 11
chr1 27486 5 6
chr1 27500 9 9
chr1 27501 11 11
chr1 27502 7 9
chr1 27503 11 11
chr1 27625 11 12
chr1 27626 1 1
chr1 27651 6 6
chr1 27652 4 4
chr1 27844 16 17
chr1 27845 4 4
chr1 27873 13 13
chr1 27874 3 3
chr1 27927 0 17
chr1 27928 0 8
chr1 27978 18 18
chr1 27979 7 7
chr1 27990 11 13
chr1 27991 8 8
chr1 28016 10 10
chr1 28017 11 11
chr1 28021 9 10
chr1 28022 11 11
chr1 28033 6 7
chr1 28034 10 12
chr1 28091 0 18
chr1 28092 0 4
chr1 28159 17 20
chr1 28160 10 10
chr1 28300 15 16
chr1 28301 4 4
chr1 28309 14 17
chr1 28310 5 5
chr1 28316 14 15
chr1 28317 3 4
chr1 28324 11 15
chr1 28325 4 4
chr1 28407 0 1
chr1 28408 0 20
chr1 28411 0 1
chr1 28412 0 19
chr1 28516 0 8
chr1 28517 0 7
chr1 28631 3 3
chr1 28632 3 3
chr1 28754 5 5
chr1 28764 2 2
chr1 28790 1 1
chr1 28849 0 6
chr1 28850 0 5
chr1 28860 0 11
chr1 28861 0 9
chr1 28924 0 7
chr1 28925 1 16
chr1 28948 10 10
chr1 28949 13 13
chr1 28959 10 10
chr1 28960 14 14
chr1 28965 12 12
chr1 28966 13 14
chr1 28979 10 10
chr1 28980 11 11
chr1 29032 0 1
chr1 29033 0 9
chr1 29180 16 17
chr1 29185 11 11
chr1 29186 1 1
chr1 29197 10 12
chr1 29198 1 1
chr1 29207 8 8
chr1 29208 3 3
chr1 29233 11 13
chr1 29234 4 4
chr1 29256 14 14
chr1 29257 6 6
chr1 29288 10 11
chr1 29289 7 10
chr1 29383 13 13
chr1 29384 4 4
chr1 29388 12 13
chr1 29389 7 7
chr1 29393 14 15
chr1 29394 5 6
chr1 29398 13 13
chr1 29399 7 9
chr1 29428 15 16
chr1 29429 12 13
chr1 29435 16 16
chr1 29436 9 10
chr1 29438 15 15
chr1 29439 9 10
chr1 29464 20 21
chr1 29465 18 18
chr1 29471 23 24
chr1 29472 18 19
chr1 29495 26 26
chr1 29496 10 12
chr1 29507 22 25
chr1 29508 3 3
chr1 29563 18 22
chr1 29564 1 1
chr1 29568 24 28
chr1 29569 1 1
chr1 29587 0 29
chr1 29588 0 1
chr1 29627 19 21
chr1 29630 18 22
chr1 29681 13 16
chr1 29682 2 2
chr1 29705 14 15
chr1 29706 1 1
chr1 29756 0 10
chr1 29757 0 10
chr1 29857 9 9
chr1 29858 9 9
chr1 29888 1 2
chr1 29889 7 10
chr1 29890 2 2
chr1 29891 7 10
chr1 29952 6 7
chr1 29953 11 11
chr1 29967 10 10
chr1 29968 6 7
chr1 29977 11 11
chr1 29978 7 7
chr1 29987 14 15
chr1 29988 11 14
chr1 30000 9 10
chr1 30001 19 19
chr1 30002 9 9
chr1 30003 18 19
chr1 30007 10 11
chr1 30008 24 24
chr1 30036 5 5
chr1 30037 19 20
chr1 30041 5 5
chr1 30042 18 19
chr1 30050 0 6
chr1 30051 0 16
chr1 30056 7 9
chr1 30057 12 14
chr1 30150 7 8
chr1 30151 4 4
chr1 30176 14 14
chr1 30177 5 5
chr1 30184 17 17
chr1 30185 6 6
chr1 30190 18 19
chr1 30191 7 8
chr1 30331 5 5
chr1 30332 1 1
chr1 30354 4 4
chr1 30392 0 5
chr1 30393 0 3
chr1 30465 5 5
chr1 30466 6 6
chr1 30470 6 6
chr1 30471 7 7
chr1 30485 3 4
chr1 30486 11 12
chr1 30522 8 12
chr1 30523 12 14
chr1 30543 10 11
chr1 30544 6 8
chr1 30562 11 11
chr1 30563 4 4
chr1 30565 10 10
chr1 30566 4 4
chr1 30585 10 12
chr1 30586 1 2
chr1 30594 15 15
chr1 30595 5 5
chr1 30624 0 12
chr1 30625 0 5
chr1 30631 0 12
chr1 30632 0 5
chr1 30691 19 25
chr1 30692 7 7
chr1 30699 20 23
chr1 30700 4 6
chr1 30715 20 25
chr1 30716 9 9
chr1 30753 9 16
chr1 30754 9 10
chr1 30759 6 13
chr1 30760 3 6
chr1 30768 3 13
chr1 30769 0 3
chr1 30879 1 28
chr1 30922 0 11
chr1 30923 0 1
chr1 30943 0 12
chr1 30964 0 6
chr1 30968 0 4
chr1 30983 0 4
chr1 30998 0 7
chr1 31009 1 8
chr1 31010 0 2
chr1 31039 0 2
chr1 31040 0 5
chr1 31098 0 3
chr1 31099 0 5
chr1 31170 3 4
chr1 31245 0 11
chr1 31246 0 9
chr1 31386 0 10
chr1 31387 0 3
chr1 31544 0 4
chr1 31545 0 9
chr1 31591 12 13
chr1 31592 5 8
chr1 31699 5 5
chr1 31700 1 1
chr1 31707 3 5
chr1 31708 1 1
chr1 31710 3 4
chr1 31711 1 1
chr1 31725 2 3
chr1 31726 1 1
chr1 31826 0 5
chr1 31827 0 9
chr1 31970 0 6
chr1 31971 0 10
chr1 31984 0 5
chr1 31985 0 12
chr1 32137 0 12
chr1 32138 0 6
chr1 32188 0 5
chr1 32189 0 5
chr1 32311 0 3
chr1 32312 0 11
chr1 32580 0 17
chr1 32581 0 7
chr1 32613 1 11
chr1 32614 0 12
chr1 32621 0 9
chr1 32622 0 13
chr1 32633 0 5
chr1 32634 0 15
chr1 32686 0 4
chr1 32687 0 15
chr1 32754 0 7
chr1 32755 0 8
chr1 32781 0 5
chr1 32782 0 3
chr1 32830 0 4
chr1 32831 0 13
chr1 32866 0 5
chr1 32867 0 13
chr1 32871 0 6
chr1 32872 0 11
chr1 32922 0 6
chr1 32923 0 8
chr1 33003 0 14
chr1 33004 0 3
chr1 33024 0 11
chr1 33025 0 8
chr1 33037 0 17
chr1 33038 0 9
chr1 33042 0 12
chr1 33043 0 8
chr1 33051 0 14
chr1 33052 0 7
chr1 33070 0 18
chr1 33071 0 5
chr1 33114 0 8
chr1 33115 0 2
chr1 33159 0 1
chr1 33160 0 2
chr1 33168 0 1
chr1 33169 0 4
chr1 33190 0 8
chr1 33265 0 6
chr1 33287 0 7
chr1 33573 0 11
chr1 33574 0 8
chr1 33583 0 7
chr1 33584 0 9
chr1 33587 0 7
chr1 33588 0 9
chr1 33881 0 6
chr1 33882 0 3
chr1 34017 0 5
chr1 34018 0 6
chr1 34124 0 4
chr1 34125 0 18
chr1 34153 0 4
chr1 34154 0 23
chr1 34226 0 1
chr1 34227 0 18
chr1 34271 0 7
chr1 34272 0 9
chr1 34316 0 6
chr1 34317 0 6
chr1 34323 0 6
chr1 34324 0 6
chr1 34406 0 3
chr1 34407 0 5
