Chr Pos M Cov
chr1 6335 0 1
chr1 6380 0 1
chr1 6381 0 5
chr1 6452 0 9
chr1 6453 0 11
chr1 6473 0 6
chr1 6474 0 15
chr1 6502 2 4
chr1 6503 5 11
chr1 6512 0 4
chr1 6513 0 10
chr1 6520 0 4
chr1 6521 2 9
chr1 6683 0 12
chr1 6684 0 3
chr1 6686 0 13
chr1 6687 0 3
chr1 6692 0 9
chr1 6693 0 1
chr1 6746 0 8
chr1 6750 0 7
chr1 6817 0 4
chr1 6818 0 1
chr1 6920 0 3
chr1 6921 0 1
chr1 6981 0 5
chr1 6982 0 11
chr1 7020 1 9
chr1 7021 7 15
chr1 7022 0 9
chr1 7023 3 14
chr1 7034 0 6
chr1 7035 0 8
chr1 7196 5 8
chr1 7197 1 6
chr1 7390 1 1
chr1 7391 3 3
chr1 7593 0 2
chr1 7594 0 6
chr1 7622 0 2
chr1 7623 0 11
chr1 7662 0 1
chr1 7663 0 9
chr1 7753 0 4
chr1 7754 0 3
chr1 7798 0 4
chr1 7799 0 6
chr1 7871 0 2
chr1 7872 0 13
chr1 7964 0 6
chr1 8277 0 11
chr1 8278 0 3
chr1 8313 0 6
chr1 8314 0 1
chr1 8421 0 4
chr1 8422 0 12
chr1 8431 0 2
chr1 8432 0 14
chr1 8570 0 4
chr1 8571 0 4
chr1 8584 0 4
chr1 8585 0 1
chr1 8595 0 4
chr1 8596 0 5
chr1 8642 0 2
chr1 8643 0 12
chr1 8658 0 1
chr1 8659 0 14
chr1 8661 0 1
chr1 8662 0 12
chr1 8715 0 5
chr1 8716 0 6
chr1 8731 0 10
chr1 8732 0 8
chr1 8831 0 9
chr1 8868 0 4
chr1 8869 0 5
chr1 8935 0 3
chr1 8936 0 8
chr1 9063 0 4
chr1 9064 0 6
chr1 9198 0 3
chr1 9334 0 4
chr1 9335 0 1
chr1 9416 0 3
chr1 9461 0 3
chr1 9462 0 10
chr1 9639 0 8
chr1 9851 0 1
chr1 9852 0 10
chr1 9922 0 7
chr1 9942 0 1
chr1 9943 0 4
chr1 10049 0 1
chr1 10071 0 6
chr1 10146 0 2
chr1 10147 0 3
chr1 10161 0 4
chr1 10162 0 5
chr1 10195 0 3
chr1 10196 0 9
chr1 10209 0 3
chr1 10210 0 15
chr1 10214 0 4
chr1 10215 0 14
chr1 10268 0 6
chr1 10269 0 11
chr1 10373 0 1
chr1 10374 0 2
chr1 10420 0 2
chr1 10421 0 6
chr1 10513 0 3
chr1 10514 0 10
chr1 10609 0 13
chr1 10610 0 2
chr1 10732 0 3
chr1 10733 0 4
chr1 10774 0 3
chr1 10775 0 8
chr1 10803 0 5
chr1 10809 0 4
chr1 11239 0 4
chr1 11240 0 10
chr1 11565 0 3
chr1 11566 0 1
chr1 11575 0 3
chr1 11576 0 1
chr1 11672 0 7
chr1 11673 0 1
chr1 11726 0 5
chr1 11727 0 6
chr1 11753 0 3
chr1 11754 0 7
chr1 11763 0 1
chr1 11764 0 6
chr1 11923 0 1
chr1 11924 0 6
chr1 11963 0 2
chr1 11964 0 7
chr1 11976 0 2
chr1 11977 0 4
chr1 12013 0 3
chr1 12014 0 10
chr1 12018 0 3
chr1 12019 0 12
chr1 12101 0 3
chr1 12102 0 13
chr1 12104 0 4
chr1 12105 0 11
chr1 12116 0 8
chr1 12117 0 16
chr1 12125 0 7
chr1 12126 0 16
chr1 12128 0 6
chr1 12129 0 17
chr1 12140 0 10
chr1 12141 0 13
chr1 12154 0 12
chr1 12155 0 16
chr1 12185 0 6
chr1 12186 0 13
chr1 12218 0 2
chr1 12219 0 15
chr1 12227 0 2
chr1 12228 0 18
chr1 12271 0 3
chr1 12272 0 10
chr1 12282 0 5
chr1 12283 0 8
chr1 12303 0 8
chr1 12304 0 5
chr1 12316 0 16
chr1 12317 0 7
chr1 12330 0 18
chr1 12331 0 7
chr1 12338 0 20
chr1 12339 0 6
chr1 12343 0 19
chr1 12344 0 5
chr1 12395 0 9
chr1 12442 0 13
chr1 12443 0 7
chr1 12454 0 15
chr1 12455 0 10
chr1 12505 0 16
chr1 12506 0 10
chr1 12513 0 16
chr1 12514 0 8
chr1 12541 0 7
chr1 12542 0 8
chr1 12559 0 5
chr1 12560 0 10
chr1 12564 0 6
chr1 12565 0 11
chr1 12586 0 9
chr1 12587 0 14
chr1 12611 0 11
chr1 12612 0 13
chr1 12618 0 9
chr1 12619 0 12
chr1 12637 0 12
chr1 12638 0 9
chr1 12662 0 12
chr1 12663 0 5
chr1 12667 0 14
chr1 12668 0 5
chr1 12709 0 12
chr1 12710 0 3
chr1 12727 0 15
chr1 12728 0 3
chr1 12745 0 16
chr1 12746 0 4
chr1 12748 0 16
chr1 12749 0 4
chr1 12751 0 15
chr1 12752 0 5
chr1 12772 0 15
chr1 12773 0 7
chr1 12791 0 15
chr1 12792 0 6
chr1 12812 0 12
chr1 12813 0 4
chr1 12832 0 8
chr1 12833 0 9
chr1 12841 0 8
chr1 12842 0 8
chr1 12859 0 4
chr1 12860 0 9
chr1 12901 0 11
chr1 12902 0 4
chr1 12920 0 11
chr1 12921 0 4
chr1 12980 0 6
chr1 12981 0 5
chr1 13037 0 8
chr1 13038 0 2
chr1 13126 0 5
chr1 13127 0 3
chr1 13149 0 5
chr1 13150 0 7
chr1 13168 0 2
chr1 13169 0 7
chr1 13215 0 5
chr1 13403 0 12
chr1 13468 0 5
chr1 13469 0 3
chr1 13497 0 5
chr1 13498 0 1
chr1 13672 0 14
chr1 13673 0 3
chr1 13684 0 12
chr1 13685 0 3
chr1 13693 0 7
chr1 13694 0 3
chr1 13719 0 6
chr1 13720 0 4
chr1 13756 0 3
chr1 13757 1 6
chr1 13824 0 8
chr1 13827 0 8
chr1 13846 0 5
chr1 14028 0 2
chr1 14029 0 1
chr1 14180 0 3
chr1 14309 0 5
chr1 14310 0 4
chr1 14325 0 6
chr1 14326 0 5
chr1 14335 0 7
chr1 14336 0 5
chr1 14366 0 4
chr1 14367 0 11
chr1 14382 0 1
chr1 14383 0 11
chr1 14390 0 1
chr1 14391 0 12
chr1 14499 0 1
chr1 14500 0 3
chr1 14511 0 1
chr1 14512 0 2
chr1 14514 0 1
chr1 14515 0 2
chr1 14599 0 3
chr1 14600 0 4
chr1 14632 0 3
chr1 14636 0 3
chr1 14698 0 6
chr1 14699 0 11
chr1 14742 0 10
chr1 14743 0 5
chr1 14749 0 11
chr1 14750 0 5
chr1 14843 0 3
chr1 14844 0 1
chr1 15015 0 1
chr1 15016 0 6
chr1 15102 0 2
chr1 15138 0 7
chr1 15139 0 1
chr1 15142 0 7
chr1 15143 0 2
chr1 15149 0 6
chr1 15150 0 2
chr1 15188 0 5
chr1 15244 0 2
chr1 15356 0 4
chr1 15357 0 2
chr1 15432 0 2
chr1 15433 0 7
chr1 15524 0 5
chr1 15531 0 6
chr1 15566 0 6
chr1 15567 0 1
chr1 15569 0 4
chr1 15570 0 1
chr1 15590 0 2
chr1 15591 0 1
chr1 15593 0 1
chr1 15594 0 1
chr1 15670 0 6
chr1 15671 0 2
chr1 15690 0 13
chr1 15691 0 2
chr1 15758 0 3
chr1 15804 0 4
chr1 15805 0 1
chr1 15808 0 5
chr1 15809 0 1
chr1 15814 0 5
chr1 15815 0 1
chr1 15857 0 2
chr1 15948 0 3
chr1 15949 0 7
chr1 16059 0 6
chr1 16060 0 3
chr1 16153 0 2
chr1 16154 0 6
chr1 16280 0 2
chr1 16281 0 5
chr1 16344 0 1
chr1 16345 0 3
chr1 16433 0 8
chr1 16434 0 10
chr1 16478 0 12
chr1 16479 0 11
chr1 16500 0 12
chr1 16501 0 6
chr1 16760 0 19
chr1 16825 0 2
chr1 16840 0 2
chr1 16842 0 2
chr1 16844 0 2
chr1 16871 0 1
chr1 16915 0 2
chr1 16916 0 1
chr1 16956 0 9
chr1 16957 0 6
chr1 16974 0 7
chr1 16975 0 6
chr1 17175 0 1
chr1 17176 0 1
chr1 17396 1 1
chr1 17544 4 4
chr1 17545 4 5
chr1 17572 8 9
chr1 17573 9 12
chr1 17602 2 2
chr1 17603 9 18
chr1 17640 1 2
chr1 17641 12 14
chr1 17833 2 3
chr1 18105 3 3
chr1 18106 11 12
chr1 18358 12 14
chr1 18359 3 4
chr1 18364 11 12
chr1 18365 4 4
chr1 18375 7 8
chr1 18376 3 3
chr1 18379 4 4
chr1 18380 3 3
chr1 18436 20 20
chr1 18437 2 2
chr1 18441 25 26
chr1 18442 3 3
chr1 18446 23 26
chr1 18447 4 4
chr1 18448 22 26
chr1 18449 3 4
chr1 18516 9 11
chr1 18517 6 6
chr1 18540 3 3
chr1 18541 4 5
chr1 18701 6 6
chr1 18702 7 7
chr1 18715 9 9
chr1 18716 8 9
chr1 18755 2 6
chr1 18756 1 5
chr1 18974 0 2
chr1 18975 0 4
chr1 19102 0 1
chr1 19103 0 1
chr1 19213 0 2
chr1 19214 0 1
chr1 19286 0 17
chr1 19287 0 1
chr1 19407 0 2
chr1 19408 0 2
chr1 19537 0 1
chr1 19659 0 2
chr1 19668 0 3
chr1 19691 0 4
chr1 19781 0 6
chr1 19782 0 1
chr1 19827 0 2
chr1 19828 0 3
chr1 19831 0 2
chr1 19832 0 3
chr1 19835 0 2
chr1 19836 0 3
chr1 19881 0 5
chr1 19882 0 3
chr1 19885 0 5
chr1 19886 0 3
chr1 19984 0 4
chr1 19985 0 4
chr1 20015 0 2
chr1 20016 0 7
chr1 20055 0 6
chr1 20056 0 2
chr1 20234 0 11
chr1 20235 0 2
chr1 20252 0 7
chr1 20253 0 6
chr1 20279 0 9
chr1 20280 0 8
chr1 20284 0 7
chr1 20285 0 10
chr1 20290 0 6
chr1 20291 0 8
chr1 20296 0 8
chr1 20297 0 10
chr1 20325 0 8
chr1 20326 0 11
chr1 20349 0 1
chr1 20350 0 7
chr1 20362 0 4
chr1 20419 0 7
chr1 20469 0 8
chr1 20505 0 4
chr1 20560 0 9
chr1 20621 0 4
chr1 20655 0 3
chr1 20656 0 2
chr1 20667 0 2
chr1 20668 0 3
chr1 20719 0 1
chr1 20720 0 2
chr1 20880 0 10
chr1 20941 0 17
chr1 20942 0 1
chr1 20943 0 15
chr1 20944 0 1
chr1 20946 0 16
chr1 20947 0 1
chr1 20960 0 13
chr1 20961 0 1
chr1 20992 0 13
chr1 20993 0 4
chr1 20998 0 15
chr1 20999 0 5
chr1 21013 0 16
chr1 21014 0 6
chr1 21016 0 15
chr1 21017 0 7
chr1 21020 0 16
chr1 21021 0 7
chr1 21025 0 13
chr1 21026 0 7
chr1 21056 0 15
chr1 21057 0 7
chr1 21079 0 11
chr1 21080 0 5
chr1 21104 0 13
chr1 21105 0 4
chr1 21131 0 16
chr1 21132 0 2
chr1 21134 0 15
chr1 21135 0 2
chr1 21153 0 9
chr1 21154 0 9
chr1 21167 0 6
chr1 21168 0 12
chr1 21196 0 7
chr1 21197 0 7
chr1 21201 0 8
chr1 21202 0 7
chr1 21223 0 6
chr1 21224 0 3
chr1 21258 0 6
chr1 21259 0 6
chr1 21267 0 6
chr1 21268 0 6
chr1 21274 0 4
chr1 21275 0 7
chr1 21277 0 4
chr1 21278 0 7
chr1 21292 0 5
chr1 21293 0 7
chr1 21365 0 14
chr1 21408 0 11
chr1 21409 0 2
chr1 21420 0 10
chr1 21421 0 4
chr1 21446 0 9
chr1 21447 0 4
chr1 21463 0 13
chr1 21464 0 1
chr1 21499 0 15
chr1 21500 0 2
chr1 21572 0 4
chr1 21573 0 1
chr1 21685 0 2
chr1 21686 0 7
chr1 21735 0 7
chr1 21758 0 5
chr1 21759 0 4
chr1 21762 0 5
chr1 21763 0 5
chr1 21773 0 5
chr1 21774 0 6
chr1 21835 0 1
chr1 21836 0 11
chr1 21848 0 1
chr1 21849 0 13
chr1 21872 0 4
chr1 21873 0 5
chr1 21874 0 4
chr1 21875 0 5
chr1 21920 0 13
chr1 21921 0 1
chr1 21939 0 12
chr1 21940 0 4
chr1 21946 0 7
chr1 21947 0 4
chr1 21953 0 12
chr1 21954 0 4
chr1 21981 0 9
chr1 21982 0 4
chr1 22002 0 9
chr1 22003 0 3
chr1 22149 2 9
chr1 22182 1 11
chr1 22183 2 4
chr1 22185 0 11
chr1 22186 2 4
chr1 22199 0 11
chr1 22200 0 5
chr1 22251 0 3
chr1 22252 0 4
chr1 22286 0 3
chr1 22287 0 4
chr1 22320 0 3
chr1 22321 0 9
chr1 22337 0 4
chr1 22338 0 6
chr1 22389 0 9
chr1 22390 0 8
chr1 22416 0 14
chr1 22417 0 8
chr1 22464 0 10
chr1 22465 0 7
chr1 22515 0 9
chr1 22516 0 8
chr1 22535 0 7
chr1 22536 0 8
chr1 22563 0 3
chr1 22564 0 5
chr1 22566 0 3
chr1 22567 0 3
chr1 22658 0 1
chr1 22663 0 1
chr1 22737 0 4
chr1 22738 0 10
chr1 22755 0 4
chr1 22756 0 10
chr1 22787 0 2
chr1 22788 0 10
chr1 22799 0 2
chr1 22800 0 10
chr1 22831 0 2
chr1 22832 0 3
chr1 22837 0 2
chr1 22838 0 3
chr1 22871 0 2
chr1 22972 0 2
chr1 22973 0 3
chr1 23026 0 3
chr1 23027 0 3
chr1 23151 0 4
chr1 23152 0 2
chr1 23180 0 3
chr1 23181 0 4
chr1 23188 0 3
chr1 23189 0 6
chr1 23296 0 5
chr1 23297 0 6
chr1 23337 0 2
chr1 23338 0 14
chr1 23344 0 1
chr1 23345 0 11
chr1 23348 0 1
chr1 23349 0 13
chr1 23421 0 4
chr1 23422 0 9
chr1 23581 0 9
chr1 23582 0 7
chr1 23605 0 8
chr1 23606 0 6
chr1 23614 0 8
chr1 23615 0 4
chr1 23668 0 16
chr1 23669 0 16
chr1 23671 0 17
chr1 23672 0 14
chr1 23689 0 9
chr1 23690 0 11
chr1 23725 0 6
chr1 23726 0 7
chr1 23749 0 5
chr1 23750 0 8
chr1 23776 0 8
chr1 23777 0 8
chr1 23845 0 20
chr1 23846 0 3
chr1 23857 0 18
chr1 23858 0 2
chr1 23865 0 22
chr1 23866 0 2
chr1 23993 0 19
chr1 23999 0 21
chr1 24000 0 1
chr1 24010 0 20
chr1 24011 0 1
chr1 24015 4 18
chr1 24016 0 1
chr1 24188 11 14
chr1 24190 16 16
chr1 24196 9 16
chr1 24236 0 16
chr1 24237 0 2
chr1 24269 0 9
chr1 24270 0 3
chr1 24303 11 11
chr1 24304 4 4
chr1 24312 13 13
chr1 24313 5 5
chr1 24331 13 14
chr1 24332 8 8
chr1 24352 10 11
chr1 24353 10 11
chr1 24354 7 10
chr1 24355 9 9
chr1 24414 2 9
chr1 24415 3 8
chr1 24456 5 7
chr1 24457 9 9
chr1 24533 0 18
chr1 24534 0 2
chr1 24557 0 22
chr1 24558 0 5
chr1 24623 6 13
chr1 24624 0 2
chr1 24635 4 12
chr1 24636 2 4
chr1 24723 10 10
chr1 24724 15 16
chr1 24747 7 7
chr1 24748 10 11
chr1 24835 5 5
chr1 24836 10 11
chr1 24838 4 5
chr1 24839 5 9
chr1 24850 4 4
chr1 24851 11 12
chr1 24945 5 7
chr1 24946 10 10
chr1 25036 0 24
chr1 25037 0 4
chr1 25065 15 15
chr1 25066 6 6
chr1 25076 9 9
chr1 25077 5 5
chr1 25084 11 11
chr1 25085 6 6
chr1 25104 11 11
chr1 25105 12 12
chr1 25124 9 10
chr1 25125 12 13
chr1 25168 9 10
chr1 25169 8 9
chr1 25171 9 10
chr1 25172 9 9
chr1 25245 6 12
chr1 25246 5 10
chr1 25333 15 16
chr1 25347 12 13
chr1 25348 2 3
chr1 25354 10 10
chr1 25355 3 3
chr1 25464 8 14
chr1 25580 13 18
chr1 25581 2 4
chr1 25583 13 18
chr1 25584 3 3
chr1 25649 13 13
chr1 25650 16 18
chr1 25667 10 11
chr1 25668 18 18
chr1 25669 10 11
chr1 25670 18 18
chr1 25672 10 10
chr1 25673 16 16
chr1 25709 11 11
chr1 25710 5 5
chr1 25773 9 9
chr1 25774 8 8
chr1 25783 9 9
chr1 25784 11 11
chr1 25831 14 16
chr1 25832 5 5
chr1 25844 4 12
chr1 25845 2 3
chr1 25862 12 12
chr1 25865 12 12
chr1 25947 11 11
chr1 25948 6 6
chr1 25961 11 11
chr1 25962 5 5
chr1 26088 8 8
chr1 26089 6 6
chr1 26100 9 9
chr1 26101 7 7
chr1 26114 9 9
chr1 26115 4 4
chr1 26193 0 5
chr1 26315 0 10
chr1 26316 0 2
chr1 26351 6 14
chr1 26352 6 8
chr1 26361 12 12
chr1 26362 9 9
chr1 26366 9 9
chr1 26367 9 9
chr1 26380 6 7
chr1 26381 8 8
chr1 26403 2 2
chr1 26404 5 6
chr1 26409 4 4
chr1 26410 8 8
chr1 26558 18 19
chr1 26559 8 10
chr1 26563 19 21
chr1 26564 9 9
chr1 26601 10 10
chr1 26602 9 9
chr1 26650 20 20
chr1 26651 7 7
chr1 26729 3 3
chr1 26730 5 5
chr1 26731 2 2
chr1 26732 7 7
chr1 26787 3 10
chr1 26788 3 7
chr1 26852 2 7
chr1 26853 1 4
chr1 26875 3 9
chr1 26876 2 9
chr1 26921 21 22
chr1 26922 10 11
chr1 26960 9 16
chr1 26961 4 5
chr1 26998 12 14
chr1 26999 4 8
chr1 27083 5 13
chr1 27084 1 2
chr1 27149 17 17
chr1 27150 1 1
chr1 27163 15 16
chr1 27164 3 3
chr1 27185 16 16
chr1 27186 5 5
chr1 27268 3 7
chr1 27269 3 4
chr1 27485 10 11
chr1 27486 2 2
chr1 27500 10 11
chr1 27501 2 2
chr1 27502 12 12
chr1 27503 3 4
chr1 27625 8 8
chr1 27651 6 6
chr1 27652 2 2
chr1 27844 12 12
chr1 27845 4 5
chr1 27873 9 9
chr1 27874 3 3
chr1 27927 0 10
chr1 27928 0 8
chr1 27978 12 12
chr1 27979 6 7
chr1 27990 10 10
chr1 27991 6 7
chr1 28016 9 9
chr1 28017 6 6
chr1 28021 9 9
chr1 28022 6 7
chr1 28033 8 9
chr1 28034 7 7
chr1 28091 6 14
chr1 28092 2 4
chr1 28159 21 22
chr1 28160 5 5
chr1 28300 18 18
chr1 28301 3 3
chr1 28309 19 19
chr1 28310 3 3
chr1 28316 20 20
chr1 28317 3 3
chr1 28324 16 16
chr1 28325 4 4
chr1 28408 0 10
chr1 28412 0 9
chr1 28516 3 5
chr1 28517 4 9
chr1 28631 2 2
chr1 28632 0 3
chr1 28754 2 2
chr1 28755 2 2
chr1 28764 2 2
chr1 28765 2 2
chr1 28790 0 2
chr1 28791 2 6
chr1 28849 3 4
chr1 28850 6 12
chr1 28860 0 8
chr1 28861 0 11
chr1 28924 0 5
chr1 28925 0 11
chr1 28948 9 9
chr1 28949 12 12
chr1 28959 13 13
chr1 28960 13 13
chr1 28965 11 11
chr1 28966 14 15
chr1 28979 9 9
chr1 28980 10 10
chr1 29032 0 1
chr1 29033 0 9
chr1 29180 12 13
chr1 29181 2 2
chr1 29185 9 10
chr1 29186 1 2
chr1 29197 5 9
chr1 29198 1 5
chr1 29207 10 10
chr1 29208 5 5
chr1 29233 10 10
chr1 29234 8 8
chr1 29256 11 12
chr1 29257 6 6
chr1 29288 10 12
chr1 29289 3 3
chr1 29383 13 25
chr1 29384 1 3
chr1 29388 23 24
chr1 29389 4 5
chr1 29393 24 26
chr1 29394 3 4
chr1 29398 24 24
chr1 29399 3 3
chr1 29428 14 14
chr1 29429 6 6
chr1 29435 10 12
chr1 29436 8 8
chr1 29438 4 12
chr1 29439 4 7
chr1 29464 11 11
chr1 29465 10 10
chr1 29471 9 10
chr1 29472 10 10
chr1 29495 11 12
chr1 29496 5 5
chr1 29507 14 14
chr1 29508 3 3
chr1 29563 20 21
chr1 29564 2 2
chr1 29568 23 24
chr1 29569 2 2
chr1 29587 0 27
chr1 29588 0 2
chr1 29627 17 17
chr1 29628 1 2
chr1 29630 19 20
chr1 29631 1 2
chr1 29681 9 23
chr1 29682 3 3
chr1 29705 18 20
chr1 29706 2 2
chr1 29756 8 13
chr1 29757 2 5
chr1 29857 2 7
chr1 29858 2 3
chr1 29888 2 2
chr1 29889 12 13
chr1 29890 2 2
chr1 29891 13 14
chr1 29952 9 9
chr1 29953 12 13
chr1 29967 13 14
chr1 29968 13 14
chr1 29977 14 14
chr1 29978 12 12
chr1 29987 10 14
chr1 29988 16 16
chr1 30000 11 12
chr1 30001 13 13
chr1 30002 10 11
chr1 30003 14 14
chr1 30007 7 9
chr1 30008 15 15
chr1 30036 11 14
chr1 30037 20 21
chr1 30041 13 13
chr1 30042 21 21
chr1 30050 0 13
chr1 30051 0 18
chr1 30056 14 14
chr1 30057 16 16
chr1 30150 12 15
chr1 30151 3 4
chr1 30176 16 16
chr1 30177 7 7
chr1 30184 16 16
chr1 30185 6 6
chr1 30190 15 16
chr1 30191 7 7
chr1 30331 8 8
chr1 30332 3 3
chr1 30354 8 8
chr1 30355 3 4
chr1 30392 0 4
chr1 30393 0 7
chr1 30465 8 8
chr1 30466 18 18
chr1 30470 7 7
chr1 30471 19 19
chr1 30485 9 9
chr1 30486 18 18
chr1 30522 3 9
chr1 30523 2 3
chr1 30543 6 6
chr1 30544 5 5
chr1 30562 10 11
chr1 30563 6 6
chr1 30565 12 14
chr1 30566 7 7
chr1 30585 12 12
chr1 30586 6 6
chr1 30594 14 15
chr1 30595 7 7
chr1 30624 5 13
chr1 30625 6 7
chr1 30631 8 16
chr1 30632 6 7
chr1 30691 13 18
chr1 30692 6 6
chr1 30699 18 20
chr1 30700 9 9
chr1 30715 17 17
chr1 30716 7 7
chr1 30753 5 13
chr1 30754 2 6
chr1 30759 5 14
chr1 30760 4 7
chr1 30768 1 10
chr1 30769 5 7
chr1 30879 2 10
chr1 30880 0 1
chr1 30922 0 16
chr1 30943 0 14
chr1 30964 0 14
chr1 30965 0 1
chr1 30968 0 14
chr1 30969 0 1
chr1 30983 0 10
chr1 30984 0 2
chr1 30998 0 7
chr1 30999 0 4
chr1 31009 0 7
chr1 31010 0 8
chr1 31039 0 4
chr1 31040 0 12
chr1 31098 0 4
chr1 31099 0 8
chr1 31170 0 1
chr1 31245 0 7
chr1 31246 0 4
chr1 31386 0 9
chr1 31387 0 5
chr1 31544 0 8
chr1 31545 0 6
chr1 31591 11 16
chr1 31592 5 6
chr1 31699 7 7
chr1 31707 5 7
chr1 31710 6 7
chr1 31711 1 1
chr1 31725 5 6
chr1 31726 1 1
chr1 31826 0 1
chr1 31827 0 15
chr1 31970 3 6
chr1 31971 6 15
chr1 31984 3 4
chr1 31985 6 15
chr1 32137 5 8
chr1 32138 2 3
chr1 32188 0 4
chr1 32189 0 6
chr1 32311 0 4
chr1 32312 0 16
chr1 32580 0 8
chr1 32581 0 5
chr1 32613 0 6
chr1 32614 0 7
chr1 32621 0 5
chr1 32622 0 8
chr1 32633 0 6
chr1 32634 0 11
chr1 32686 0 2
chr1 32687 0 13
chr1 32754 0 4
chr1 32755 0 11
chr1 32781 0 1
chr1 32782 0 7
chr1 32830 0 9
chr1 32831 0 9
chr1 32866 0 12
chr1 32867 0 8
chr1 32871 0 13
chr1 32872 0 7
chr1 32922 0 10
chr1 32923 0 6
chr1 33003 0 13
chr1 33004 0 6
chr1 33024 0 15
chr1 33025 0 6
chr1 33037 0 15
chr1 33038 0 8
